1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
254	-0.613563	110.958608	10.769757	0.012351	0.9
255	-0.591487	111.958599	10.688757	0.013129	0.9
256	-0.637912	111.514731	10.724559	0.015381	1.2
257	-0.620178	112.514731	10.644235	0.015022	0.9
258	-0.578738	112.070863	10.679739	0.011163	0.9
259	-0.601279	113.069598	10.600182	0.013289	1.0
260	-0.616694	112.740762	10.626245	0.011435	0.9
261	-0.589250	112.296962	10.661624	0.011243	0.8
262	-0.636934	113.101378	10.597670	0.018417	1.3
263	-0.604860	112.657510	10.632864	0.008173	0.8
264	-0.608225	113.657510	10.553902	0.012405	1.0
265	-0.602793	114.656942	10.476147	0.011980	1.2
266	-0.633715	114.213075	10.510538	0.017702	0.8
267	-0.599057	115.213075	10.433375	0.014988	1.3
268	-0.609589	116.213075	10.357337	0.012383	1.0
269	-0.590025	115.858926	10.384139	0.019610	0.8
270	-0.600929	116.858926	10.308815	0.012176	1.4
271	-0.610423	117.858911	10.234576	0.013331	0.8
272	-0.601169	118.858911	10.161398	0.012452	1.6
273	-0.588377	118.415044	10.193750	0.011901	1.0
274	-0.588654	119.415044	10.121153	0.011232	0.8
275	-0.627559	118.971176	10.153248	0.016998	1.1
276	-0.598183	118.532610	10.185161	0.016288	1.1
277	-0.622243	119.532610	10.112686	0.015550	0.9
278	-0.637657	119.088742	10.144728	0.013705	1.1
279	-0.636612	118.644874	10.176973	0.017153	1.0
280	-0.623417	119.644874	10.104614	0.016479	1.1
281	-0.606815	120.644874	10.033276	0.017671	0.9
282	-0.609385	120.201006	10.064816	0.014101	1.4
283	-0.614559	120.020343	10.077710	0.008086	1.0
284	-0.598969	121.020343	10.006750	0.016608	0.9
285	-0.608445	120.627561	10.034502	0.010137	0.9
286	-0.615543	120.183693	10.066050	0.016893	1.4
287	-0.629762	121.183693	9.995254	0.012752	0.8
288	-0.643667	122.183689	9.925447	0.013463	1.0
289	-0.644033	123.183317	9.856634	0.011059	0.9
290	-0.600197	123.463912	9.837489	0.009672	0.8
291	-0.599828	123.020044	9.867808	0.011558	1.0
292	-0.582489	124.020044	9.799763	0.012646	1.0
293	-0.600725	125.020044	9.732651	0.012635	1.3
294	-0.571502	124.576176	9.762326	0.017715	0.9
295	-0.623851	125.575306	9.695781	0.019011	1.2
296	-0.598019	126.575306	9.630081	0.011932	1.4
297	-0.618422	127.575306	9.565265	0.015990	1.0
298	-0.609830	127.131438	9.593926	0.017041	0.9
299	-0.626688	128.131438	9.529594	0.014560	1.1
300	-0.589280	127.687570	9.558043	0.014903	0.8
301	-0.596576	127.243702	9.586661	0.013687	1.1
302	-0.612169	128.243700	9.522426	0.019347	1.0
303	-0.621504	129.243700	9.459046	0.012836	1.0
304	-0.613320	130.243700	9.396505	0.009609	0.8
305	-0.630210	130.104811	9.405141	0.009311	1.6
306	-0.593979	131.103152	9.343410	0.012196	1.1
307	-0.628979	132.103124	9.282385	0.016517	0.8
308	-0.595936	131.659353	9.309368	0.012922	1.1
309	-0.609696	131.215485	9.336515	0.009414	0.8
310	-0.629083	131.950064	9.291674	0.007802	1.0
311	-0.627385	132.941907	9.231808	0.009261	1.3
312	-0.634108	133.065662	9.224392	0.015681	0.9
313	-0.626278	132.622003	9.251032	0.014064	1.8
314	-0.618363	132.178135	9.277839	0.018536	1.0
315	-0.649959	133.178135	9.217663	0.009611	1.8
316	-0.635937	132.734267	9.244277	0.010851	1.2
317	-0.631947	132.290410	9.271044	0.008631	1.1
318	-0.633654	131.846543	9.297967	0.011912	1.5
319	-0.606849	132.846521	9.237532	0.017408	0.9
320	-0.591253	132.402653	9.264260	0.018356	2.0
321	-0.628922	133.402653	9.204260	0.016754	1.1
322	-0.585491	133.111649	9.221640	0.014383	1.1
323	-0.602008	132.667781	9.248276	0.008144	1.1
324	-0.619779	133.667778	9.188482	0.011772	2.1
325	-0.610347	134.667679	9.129462	0.012880	0.9
326	-0.572736	134.223818	9.155567	0.012843	1.4
327	-0.603015	135.223818	9.096962	0.013442	1.0
328	-0.632581	136.223818	9.039102	0.015384	0.8
329	-0.624703	135.779950	9.064693	0.008909	1.5
330	-0.629565	135.336664	9.090396	0.016196	1.0
331	-0.590969	136.239980	9.038173	0.008139	2.0
332	-0.603475	137.239955	8.981057	0.016361	0.9
333	-0.601542	136.796087	9.006320	0.009722	1.1
334	-0.609789	137.794739	8.949680	0.015608	1.2
335	-0.611444	137.350871	8.974767	0.012008	0.8
336	-0.587612	136.907004	8.999994	0.020681	0.9
337	-0.622886	136.463136	9.025364	0.017711	1.8
338	-0.618856	137.463136	8.968408	0.007039	0.9
339	-0.577432	138.463136	8.912167	0.007832	2.1
340	-0.636053	138.450906	8.912851	0.010498	0.9
341	-0.635786	138.007067	8.937729	0.010746	1.4
342	-0.595899	137.564710	8.962663	0.012807	0.9
343	-0.633452	138.564710	8.906494	0.013834	0.8
344	-0.588850	139.564571	8.851032	0.015490	2.0
345	-0.625728	139.242986	8.868795	0.016214	0.8
346	-0.594208	138.799118	8.893429	0.014525	1.5
347	-0.617700	139.799118	8.838121	0.013751	0.9
348	-0.612236	139.355256	8.862585	0.016560	1.3
349	-0.638171	138.911388	8.887185	0.014573	0.9
350	-0.594201	138.467520	8.911922	0.006290	1.3
351	-0.647400	138.786205	8.894148	0.015016	0.9
352	-0.624444	138.342403	8.918920	0.011242	1.0
353	-0.626026	139.342403	8.863296	0.014006	1.0
354	-0.596547	138.900152	8.887810	0.015902	1.0
355	-0.621607	138.456286	8.912550	0.013951	0.9
356	-0.633861	138.032847	8.936280	0.012832	1.5
357	-0.636701	139.032847	8.880440	0.009291	1.1
358	-0.612702	140.032846	8.825293	0.010905	0.8
359	-0.630090	141.031184	8.770917	0.012904	1.3
360	-0.598400	140.587316	8.795010	0.017592	1.0
361	-0.641239	141.587316	8.740916	0.006869	1.0
362	-0.620302	142.553846	8.689261	0.013360	0.9
363	-0.593501	142.109988	8.712907	0.013969	1.8
364	-0.592102	143.109966	8.659816	0.013118	1.1
365	-0.610578	142.666098	8.683302	0.011559	1.1
366	-0.624630	143.666098	8.630569	0.008401	1.2
367	-0.598888	144.666091	8.578473	0.013013	0.9
368	-0.607499	145.665990	8.527007	0.017528	1.5
369	-0.601032	145.222123	8.549777	0.013587	0.9
370	-0.615183	146.222123	8.498649	0.015755	2.1
371	-0.630002	145.778871	8.521236	0.012932	0.9
372	-0.605913	145.335003	8.543975	0.015465	1.7
373	-0.598663	146.335001	8.492916	0.012031	0.9
374	-0.619200	145.990199	8.510452	0.019391	1.1
375	-0.647614	146.990199	8.459792	0.012714	1.1
376	-0.625256	146.553839	8.481824	0.011549	0.9
377	-0.659008	147.553839	8.431503	0.009550	1.0
378	-0.630331	147.109971	8.453765	0.013595	1.0
379	-0.645077	146.666103	8.476144	0.008975	1.3
380	-0.611473	146.314680	8.493948	0.011732	1.0
381	-0.602124	147.198459	8.449317	0.015639	1.2
382	-0.607879	146.760307	8.471385	0.012597	1.2
383	-0.573970	147.760188	8.421193	0.011610	0.9
384	-0.610604	148.760188	8.371587	0.012220	1.5
385	-0.596018	148.316320	8.393533	0.011713	1.0
386	-0.623869	149.071811	8.356247	0.017408	0.8
387	-0.600520	150.071811	8.307401	0.010793	1.2
388	-0.592150	151.071763	8.259125	0.014418	1.3
389	-0.624160	152.061377	8.211896	0.009926	0.9
390	-0.618192	151.617510	8.233013	0.016691	1.2
391	-0.589826	152.617454	8.185595	0.014562	1.1
392	-0.597470	153.617454	8.138717	0.011462	1.1
393	-0.614374	154.617299	8.092381	0.014302	1.1
394	-0.590702	155.615136	8.046661	0.015108	1.1
395	-0.636022	156.614136	8.001402	0.013204	0.9
396	-0.634596	156.170268	8.021448	0.021064	1.8
397	-0.607108	155.739928	8.040979	0.017963	0.9
398	-0.607273	155.296060	8.061224	0.014732	1.4
399	-0.619755	156.296060	8.015757	0.013823	1.2
400	-0.630063	157.295842	7.970809	0.014598	0.9
401	-0.602122	158.295842	7.926353	0.007231	1.0
402	-0.608201	159.294061	7.882468	0.009553	1.0
403	-0.598547	160.294057	7.838989	0.013318	1.8
404	-0.639958	161.268506	7.797080	0.018418	1.2
405	-0.603336	162.268506	7.754535	0.017155	0.8
406	-0.642908	163.268506	7.712453	0.014005	1.3
407	-0.614878	162.824638	7.731075	0.012006	1.0
408	-0.602497	163.824638	7.689246	0.013591	0.8
409	-0.598683	163.380770	7.707757	0.009994	2.3
410	-0.625216	162.936903	7.726357	0.009760	0.8
411	-0.634988	162.493048	7.745046	0.013098	1.4
412	-0.602711	163.489331	7.703221	0.009485	1.1
413	-0.637846	163.045463	7.721799	0.013596	0.8
414	-0.606960	162.601596	7.740467	0.010970	1.6
415	-0.607006	163.601596	7.698536	0.013303	1.0
416	-0.612144	164.601596	7.657058	0.014334	1.0
417	-0.612787	165.601517	7.616027	0.011585	1.3
418	-0.629660	166.601517	7.575430	0.014782	0.9
419	-0.657622	167.586002	7.535883	0.012660	1.1
420	-0.590952	167.142139	7.553662	0.011457	1.0
421	-0.584591	168.142139	7.513726	0.015324	0.9
422	-0.603529	167.698272	7.531400	0.012044	1.3
423	-0.610085	168.698211	7.491700	0.008150	0.8
424	-0.608038	169.689322	7.452762	0.015905	1.4
425	-0.593101	170.363740	7.426496	0.012463	0.9
426	-0.626622	169.919872	7.443762	0.016641	0.9
427	-0.609914	170.919872	7.404976	0.009714	1.7
428	-0.600370	170.476004	7.422142	0.007102	2.4
429	-0.610088	171.457879	7.384276	0.016480	0.8
430	-0.605367	171.014014	7.401346	0.016140	1.5
431	-0.633578	170.570146	7.418495	0.013645	1.0
432	-0.593354	170.126354	7.435720	0.013014	1.0
433	-0.619456	171.089240	7.398447	0.016120	1.2
434	-0.636165	172.089172	7.360134	0.013231	0.9
435	-0.577877	173.058169	7.323382	0.012578	1.5
436	-0.600955	172.632685	7.339474	0.010985	0.9
437	-0.614764	173.624063	7.302088	0.012953	1.2
438	-0.584130	174.624063	7.264761	0.013415	1.1
439	-0.608080	174.180195	7.281282	0.023409	0.9
440	-0.594655	175.180195	7.244167	0.015961	2.2
441	-0.629725	176.180195	7.207428	0.014225	1.6
442	-0.626640	175.736327	7.223689	0.020046	1.1
443	-0.611856	176.736327	7.187157	0.011903	1.0
444	-0.609769	177.736327	7.150993	0.018037	1.3
445	-0.620207	177.292459	7.167000	0.020689	0.8
446	-0.619810	178.291528	7.131071	0.009340	1.4
447	-0.581721	177.847889	7.146981	0.010101	0.9
448	-0.596200	178.158539	7.135833	0.008273	1.4
449	-0.592441	177.714671	7.151772	0.009641	0.8
450	-0.597064	177.338532	7.165335	0.021533	1.5
451	-0.620283	178.338532	7.129390	0.014589	0.8
452	-0.595819	179.338532	7.093803	0.006839	1.4
453	-0.612827	178.897426	7.109457	0.018007	0.9
454	-0.602509	179.812029	7.077077	0.015364	1.1
455	-0.616089	179.368165	7.092754	0.014569	1.0
456	-0.619893	180.368165	7.057531	0.012072	1.3
457	-0.635458	181.368165	7.022657	0.012683	1.0
458	-0.624282	182.368165	6.988125	0.014542	0.9
459	-0.627212	183.368165	6.953931	0.012899	1.1
460	-0.583552	184.368044	6.920074	0.009623	0.9
461	-0.635903	183.924757	6.935044	0.012055	0.9
462	-0.625023	184.924756	6.901366	0.012973	1.3
463	-0.615093	184.480888	6.916274	0.016019	0.8
464	-0.602002	184.037020	6.931246	0.009653	1.5
465	-0.581199	185.037020	6.897606	0.012022	1.0
466	-0.621798	184.593527	6.912485	0.009167	1.0
467	-0.621826	185.101403	6.895451	0.008385	1.1
468	-0.623726	184.782911	6.906123	0.013214	0.8
469	-0.612435	185.782911	6.872725	0.010298	1.8
470	-0.638945	185.339043	6.887509	0.014002	0.9
471	-0.610391	185.000130	6.898841	0.015012	1.5
472	-0.610052	186.000130	6.865513	0.008698	1.1
473	-0.613587	186.999113	6.832539	0.013249	0.8
474	-0.623502	187.904687	6.802921	0.010652	1.1
475	-0.618040	187.460836	6.817406	0.011816	1.4
476	-0.614638	188.460836	6.784858	0.014865	0.9
477	-0.635142	188.016968	6.799267	0.014651	1.3
478	-0.628578	187.573233	6.813732	0.020072	1.1
479	-0.603929	188.573233	6.781220	0.017099	0.9
480	-0.625207	188.129365	6.795612	0.013138	1.1
481	-0.639966	189.129365	6.763272	0.013460	1.1
482	-0.611701	188.685497	6.777589	0.013313	1.1
483	-0.632218	189.685497	6.745420	0.014035	0.9
484	-0.582225	189.241629	6.759661	0.014801	1.4
485	-0.617249	190.241535	6.727664	0.015390	1.0
486	-0.638258	189.974437	6.736182	0.012729	0.8
487	-0.597500	189.530569	6.750384	0.011659	2.1
488	-0.598145	190.530569	6.718472	0.022397	0.8
489	-0.633114	190.086723	6.732598	0.011716	1.5
490	-0.625378	191.086723	6.700854	0.014529	1.0
491	-0.600994	192.086722	6.669407	0.008813	1.0
492	-0.593130	192.076658	6.669722	0.012040	1.0
493	-0.634305	191.632796	6.683645	0.013429	1.2
494	-0.628859	192.632796	6.652359	0.010482	0.8
495	-0.640396	192.195673	6.665999	0.009841	1.8
496	-0.611478	191.751805	6.679906	0.009732	1.0
497	-0.640569	192.751805	6.648655	0.015524	0.9
498	-0.575641	193.002839	6.640856	0.010200	1.2
499	-0.618949	192.558971	6.654659	0.012177	1.0
500	-0.599521	193.558966	6.623644	0.009831	2.0
501	-0.634577	194.558401	6.592933	0.013381	0.9
502	-0.619918	195.534615	6.563210	0.009914	1.1
503	-0.611836	196.534601	6.533039	0.012857	1.0
504	-0.616650	197.479671	6.504780	0.016518	1.9
505	-0.609335	198.479671	6.475142	0.021751	1.0
506	-0.611669	198.035803	6.488264	0.008221	1.2
507	-0.644151	197.591935	6.501439	0.018416	1.1
508	-0.609891	198.591935	6.471832	0.014807	0.8
509	-0.605967	199.591935	6.442494	0.010108	2.2
510	-0.616714	199.154842	6.455284	0.007462	0.8
511	-0.625038	198.711146	6.468321	0.014224	1.6
512	-0.645935	198.271630	6.481286	0.016381	1.1
513	-0.612428	197.827762	6.494432	0.013000	0.8
514	-0.602427	198.827762	6.464889	0.007136	1.0
