1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
507	-0.538986	173.200653	6.810780	0.015753	1.1
508	-0.560194	174.200343	6.775900	0.015828	1.0
509	-0.562791	173.693394	6.793543	0.020525	1.5
510	-0.575057	173.840540	6.788412	0.020666	1.1
511	-0.575087	174.840540	6.753749	0.018569	0.9
512	-0.575604	175.840540	6.719439	0.013039	0.9
513	-0.571288	175.333590	6.736789	0.014684	1.1
514	-0.562718	174.826645	6.754229	0.011646	1.1
515	-0.573484	175.826628	6.719914	0.021925	0.8
516	-0.540442	175.319678	6.737266	0.011691	1.6
517	-0.570912	174.812729	6.754709	0.022784	0.9
518	-0.546639	175.812689	6.720389	0.017412	1.1
519	-0.596560	175.305740	6.737745	0.016007	1.1
520	-0.560361	174.799244	6.755174	0.017213	0.9
521	-0.608119	174.292295	6.772709	0.014843	2.6
522	-0.597499	175.292295	6.738206	0.012060	0.9
523	-0.573614	176.025336	6.713136	0.011995	1.1
524	-0.584555	177.006418	6.679874	0.015129	1.7
525	-0.589262	176.499470	6.697020	0.018955	0.8
526	-0.564372	175.992627	6.714251	0.017694	1.5
527	-0.577611	176.992627	6.680339	0.015132	0.9
528	-0.557356	176.485678	6.697488	0.013591	0.9
529	-0.546864	177.116207	6.676172	0.013984	1.1
530	-0.591310	178.073176	6.644079	0.013925	1.6
531	-0.563827	177.567085	6.661013	0.011395	1.1
532	-0.589375	178.540447	6.628520	0.013262	0.9
533	-0.566921	179.540447	6.595467	0.014760	1.9
534	-0.571166	180.540447	6.562742	0.014614	1.1
535	-0.559885	180.572717	6.561691	0.015601	1.0
536	-0.561062	181.572717	6.529299	0.021924	1.3
537	-0.566876	181.441961	6.533517	0.016549	1.1
538	-0.567824	180.935012	6.549919	0.010116	0.8
539	-0.550254	181.935012	6.517643	0.017463	1.4
540	-0.550545	182.158052	6.510487	0.018379	0.8
541	-0.572096	181.651214	6.526770	0.015074	1.0
542	-0.587991	182.651214	6.494722	0.021076	1.7
543	-0.550363	182.144265	6.510929	0.017663	1.0
544	-0.583645	183.144265	6.479035	0.014818	1.3
545	-0.569564	182.637320	6.495165	0.013629	0.9
546	-0.562716	183.637132	6.463431	0.008054	1.3
547	-0.581876	184.558897	6.434447	0.011867	1.4
548	-0.585071	184.062340	6.450028	0.021473	0.9
549	-0.567332	185.053660	6.418997	0.011850	0.9
550	-0.587373	186.053660	6.387996	0.017771	0.9
551	-0.576408	185.547893	6.403638	0.021212	1.6
552	-0.562246	185.040944	6.419394	0.012724	0.8
553	-0.588538	186.040927	6.388389	0.023737	1.7
554	-0.587782	187.040927	6.357681	0.020742	1.1
555	-0.607342	186.533977	6.373211	0.012524	1.0
556	-0.580708	186.470305	6.375167	0.016534	1.5
557	-0.594391	185.963356	6.390783	0.016405	1.1
558	-0.619346	186.963356	6.360053	0.016269	0.9
559	-0.563292	186.456406	6.375594	0.015849	1.5
560	-0.591964	185.949457	6.391212	0.014772	1.5
561	-0.563746	185.442508	6.406907	0.014780	0.9
562	-0.580772	184.935559	6.422679	0.015173	0.9
563	-0.569537	185.935558	6.391642	0.012867	1.8
564	-0.545478	185.456426	6.406475	0.014780	1.1
565	-0.547540	184.949476	6.422245	0.012794	0.9
566	-0.604614	185.947306	6.391279	0.013263	1.1
567	-0.548993	185.440489	6.406970	0.011266	1.5
568	-0.567777	186.440489	6.376084	0.016622	1.0
569	-0.549021	187.440026	6.345508	0.016994	1.5
570	-0.617967	186.933076	6.360979	0.019959	0.9
571	-0.622460	187.933076	6.330534	0.012403	1.2
572	-0.566224	187.426127	6.345931	0.014125	1.1
573	-0.559669	188.426127	6.315630	0.006942	1.0
574	-0.598541	187.919178	6.330955	0.016418	1.0
575	-0.568826	187.437569	6.345583	0.026491	1.2
576	-0.554375	186.930619	6.361054	0.015444	0.9
577	-0.568753	186.423670	6.376601	0.020971	0.9
578	-0.557876	187.423670	6.346006	0.015818	1.3
579	-0.594413	188.423670	6.315704	0.015596	1.3
580	-0.554701	187.916743	6.331029	0.020131	0.9
581	-0.559326	187.409793	6.346429	0.015509	1.8
582	-0.557980	186.902844	6.361904	0.013681	1.3
583	-0.581083	187.902844	6.331450	0.009922	0.9
584	-0.573221	188.659222	6.308608	0.014515	1.8
585	-0.584568	188.800533	6.304359	0.013014	1.2
586	-0.571103	189.800531	6.274453	0.014530	0.8
587	-0.542987	190.800531	6.244828	0.013687	1.4
588	-0.561849	190.293582	6.259811	0.016219	0.8
589	-0.556037	189.786633	6.274866	0.013285	1.0
590	-0.592613	190.786620	6.245238	0.015877	1.0
591	-0.585832	190.280485	6.260199	0.010837	0.8
592	-0.605214	189.773536	6.275256	0.021085	1.7
593	-0.577569	189.604355	6.280297	0.011494	1.0
594	-0.552698	189.097406	6.295451	0.019233	0.9
595	-0.611321	190.095745	6.265678	0.013987	2.5
596	-0.542560	191.095745	6.236136	0.019509	0.9
597	-0.575166	192.093932	6.206924	0.013916	1.4
598	-0.583529	191.586996	6.221725	0.009285	1.6
599	-0.561312	191.121223	6.235387	0.008628	0.8
600	-0.556038	190.614294	6.250324	0.012297	1.6
601	-0.566523	190.137568	6.264437	0.016680	1.0
602	-0.542024	191.137335	6.234913	0.015695	1.0
603	-0.572837	192.137323	6.205661	0.014268	1.7
604	-0.543050	193.137066	6.176688	0.010559	1.2
605	-0.541864	194.137056	6.147978	0.019760	0.9
606	-0.544781	193.630107	6.162499	0.013189	1.9
607	-0.597897	193.123203	6.177088	0.013044	1.0
608	-0.585101	194.123201	6.148374	0.011659	0.9
609	-0.574334	195.120863	6.119992	0.010604	2.6
610	-0.554654	194.613969	6.134380	0.019422	1.0
611	-0.581820	195.613969	6.106060	0.010085	1.2
612	-0.545261	196.613969	6.078001	0.018672	1.1
613	-0.587231	196.155813	6.090824	0.020782	1.1
614	-0.554908	197.155813	6.062905	0.020546	1.1
615	-0.556354	196.648864	6.077027	0.011429	0.9
616	-0.580683	197.648864	6.049233	0.017482	1.5
617	-0.602278	197.141967	6.063290	0.020475	1.7
618	-0.548172	196.637057	6.077356	0.017862	1.1
619	-0.576226	197.637057	6.049560	0.016452	1.1
620	-0.603315	197.130108	6.063619	0.017128	1.9
621	-0.579557	198.130108	6.035948	0.009663	1.1
622	-0.551955	197.623799	6.049927	0.015914	0.8
623	-0.552025	197.116850	6.063988	0.011343	1.9
624	-0.584975	198.116850	6.036313	0.013268	1.0
625	-0.570009	198.431778	6.027650	0.007987	0.8
626	-0.535490	198.277462	6.031892	0.016558	1.1
627	-0.555595	197.770513	6.045869	0.012910	1.7
628	-0.584841	197.263564	6.059912	0.021400	1.0
629	-0.551899	198.263564	6.032274	0.018319	1.1
630	-0.583699	199.248734	6.005292	0.013973	1.6
631	-0.548874	198.748177	6.018971	0.010918	0.8
632	-0.534395	199.748149	5.991706	0.011628	1.6
633	-0.560923	200.729254	5.965194	0.016321	1.0
634	-0.586494	201.729254	5.938411	0.024401	1.1
635	-0.589256	202.729254	5.911868	0.017979	1.0
636	-0.561239	203.729254	5.885562	0.016629	1.0
637	-0.558836	203.222305	5.898869	0.021094	0.8
638	-0.578228	204.222305	5.872677	0.019974	1.9
639	-0.576225	203.715356	5.885926	0.017679	0.9
640	-0.565823	204.715356	5.859849	0.009671	0.8
641	-0.592464	205.715355	5.834002	0.017972	1.2
642	-0.565562	205.208406	5.847077	0.013755	1.8
643	-0.532875	204.701460	5.860210	0.011855	1.0
644	-0.593490	205.683546	5.834821	0.016669	1.4
645	-0.561408	205.510672	5.839274	0.018824	1.6
646	-0.559974	206.510672	5.813608	0.019545	0.9
647	-0.572852	207.510672	5.788167	0.017024	1.2
648	-0.547253	208.510672	5.762947	0.012907	1.0
649	-0.544324	208.003723	5.775705	0.016867	0.9
650	-0.567161	208.998841	5.750716	0.012175	0.9
651	-0.584476	209.998828	5.725821	0.012996	1.4
652	-0.576276	209.493239	5.738381	0.015093	1.0
653	-0.585632	208.986290	5.751029	0.017138	0.8
654	-0.576712	208.479340	5.763734	0.020248	2.0
655	-0.579545	207.972391	5.776495	0.015031	1.1
656	-0.548212	207.465442	5.789313	0.016945	1.0
657	-0.562704	206.958493	5.802188	0.019507	1.3
658	-0.583218	207.958493	5.776846	0.010864	1.3
659	-0.573474	207.451543	5.789665	0.016714	0.9
660	-0.594187	206.944594	5.802541	0.024927	1.2
661	-0.586724	207.287448	5.793827	0.016310	1.4
662	-0.545944	208.287448	5.768558	0.010143	0.8
663	-0.566800	207.780531	5.781340	0.012589	1.1
664	-0.575180	207.273582	5.794179	0.014827	1.0
665	-0.532999	208.272991	5.768922	0.024949	1.0
666	-0.600725	207.772682	5.781538	0.012815	1.5
667	-0.567429	208.772682	5.756376	0.011713	1.1
668	-0.546593	209.772681	5.731432	0.017857	1.7
669	-0.555567	209.265732	5.744050	0.010184	1.4
670	-0.540243	208.758819	5.756723	0.017686	0.8
671	-0.567946	208.251870	5.769453	0.013228	1.0
672	-0.613999	209.251870	5.744396	0.018150	1.2
673	-0.549024	210.251870	5.719556	0.019080	1.0
674	-0.575368	209.744921	5.732121	0.019884	1.0
675	-0.580493	210.744921	5.707387	0.009345	1.1
676	-0.587897	211.744853	5.682866	0.013582	1.2
677	-0.556329	212.279985	5.669830	0.012825	0.8
678	-0.581613	213.279985	5.645629	0.019145	1.3
679	-0.567247	214.279870	5.621637	0.013771	1.0
680	-0.551268	213.772921	5.633775	0.009708	1.3
681	-0.607748	214.768305	5.609990	0.013313	1.7
682	-0.575586	214.261356	5.622079	0.010480	0.9
683	-0.565304	213.754407	5.634220	0.011896	1.6
684	-0.558144	214.570934	5.614691	0.012022	0.8
685	-0.555174	214.063985	5.626800	0.011661	1.0
686	-0.572554	213.557043	5.638961	0.020765	1.0
687	-0.551398	213.050094	5.651174	0.017967	0.8
688	-0.539024	214.050094	5.627132	0.013176	1.2
689	-0.566586	215.049527	5.603307	0.021538	1.0
690	-0.581688	216.049527	5.579669	0.014590	0.9
691	-0.558586	215.542578	5.591627	0.010850	1.2
692	-0.590012	215.035822	5.603632	0.026683	1.4
693	-0.595189	216.035822	5.579992	0.022838	1.0
694	-0.562925	217.035822	5.556550	0.017834	0.8
695	-0.581617	218.035822	5.533304	0.015403	1.7
696	-0.581335	217.528876	5.545064	0.020848	1.0
697	-0.533551	217.021927	5.556874	0.012218	0.8
698	-0.579749	216.794805	5.562182	0.014991	1.0
699	-0.580579	217.794691	5.538892	0.018779	1.6
700	-0.585891	217.287742	5.550675	0.015334	0.8
701	-0.567253	216.780792	5.562510	0.008431	0.9
702	-0.599767	216.274149	5.574387	0.018325	1.0
703	-0.606123	217.274149	5.550992	0.019428	1.0
704	-0.592795	216.767200	5.562828	0.021194	1.1
705	-0.572709	216.260299	5.574712	0.010220	0.9
706	-0.552824	215.753388	5.586648	0.014995	1.1
707	-0.559979	216.734815	5.563585	0.014627	1.4
708	-0.540067	216.261762	5.574678	0.013133	1.2
709	-0.554604	215.754813	5.586615	0.020174	0.9
710	-0.563790	215.247864	5.598603	0.010000	1.7
711	-0.575341	214.740915	5.610642	0.020608	1.1
712	-0.559329	214.249218	5.622369	0.012803	0.8
713	-0.593376	215.249218	5.598571	0.018683	1.5
714	-0.564600	216.249218	5.574973	0.014641	1.2
715	-0.611272	215.742268	5.586911	0.014510	0.8
716	-0.566359	215.235319	5.598900	0.016518	1.0
717	-0.572982	216.232392	5.575368	0.014875	1.6
718	-0.548584	215.725452	5.587308	0.016271	0.8
719	-0.587193	216.725452	5.563804	0.013590	1.0
720	-0.529392	217.724783	5.540514	0.012301	1.1
721	-0.570022	217.218887	5.552280	0.008946	1.0
722	-0.594756	216.712244	5.564114	0.014436	0.9
723	-0.553349	217.712244	5.540805	0.009568	1.6
724	-0.590979	217.205742	5.552586	0.016844	0.8
725	-0.581310	218.205742	5.529374	0.014110	1.6
726	-0.588236	217.753673	5.539843	0.013091	1.1
727	-0.593216	217.271489	5.551054	0.013527	0.9
728	-0.578809	218.271489	5.527854	0.012404	0.9
729	-0.554059	217.764540	5.539591	0.017486	1.2
730	-0.601648	218.764540	5.516487	0.018943	1.2
731	-0.564621	218.257591	5.528175	0.015569	0.8
732	-0.593562	219.257591	5.505166	0.016834	1.7
733	-0.542643	220.257533	5.482349	0.012373	1.0
734	-0.582074	219.920031	5.490029	0.016030	0.9
735	-0.579552	219.413082	5.501605	0.012597	1.0
736	-0.561357	220.413082	5.478816	0.012428	1.3
737	-0.589106	219.906703	5.490333	0.018642	1.0
738	-0.549254	219.399754	5.501910	0.014153	0.8
739	-0.557843	220.399754	5.479119	0.014911	1.9
740	-0.595540	221.399754	5.456515	0.015542	1.0
741	-0.568867	220.892805	5.467951	0.016234	0.8
742	-0.614840	221.892801	5.445439	0.013333	1.9
743	-0.543413	222.892801	5.423112	0.017153	1.1
744	-0.584784	223.892801	5.400967	0.008516	0.9
745	-0.580629	224.892797	5.379002	0.017147	1.6
746	-0.547669	225.892797	5.357215	0.019172	1.1
747	-0.584042	226.892797	5.335604	0.015359	1.1
748	-0.557183	227.892797	5.314167	0.013931	1.7
749	-0.574789	227.428374	5.324102	0.018507	0.8
750	-0.573808	228.339990	5.304636	0.013298	1.5
751	-0.604752	229.339990	5.283446	0.009579	0.9
752	-0.558084	230.339990	5.262425	0.014022	1.1
753	-0.572692	229.833041	5.273061	0.017412	1.1
754	-0.595559	229.326092	5.283740	0.014372	1.1
755	-0.525301	228.819142	5.294462	0.015614	1.1
756	-0.586857	229.819142	5.273353	0.014772	0.9
757	-0.576001	229.312196	5.284033	0.012076	1.1
758	-0.581241	230.312196	5.263007	0.012138	1.0
759	-0.565407	231.312196	5.242148	0.015445	1.1
760	-0.584760	232.312187	5.221454	0.018868	1.0
761	-0.547316	231.805238	5.231925	0.012429	1.0
762	-0.571024	231.298288	5.242437	0.017294	1.0
763	-0.553101	230.973464	5.249195	0.017852	0.9
764	-0.589157	231.520777	5.237818	0.017556	0.9
765	-0.553560	232.486407	5.217865	0.012424	1.5
766	-0.578609	231.979458	5.228321	0.015071	0.8
767	-0.574465	231.472557	5.238819	0.012374	1.1
768	-0.581716	230.965609	5.249359	0.014082	1.1
769	-0.571654	230.459592	5.259922	0.018843	1.0
770	-0.574458	231.459592	5.239088	0.020264	0.8
771	-0.542034	230.952643	5.249629	0.019400	2.0
772	-0.565561	230.445693	5.260213	0.009507	1.1
773	-0.609240	231.445690	5.239376	0.012830	1.1
774	-0.568325	232.445690	5.218704	0.016219	1.5
775	-0.555578	231.938741	5.229163	0.012869	0.9
776	-0.570683	232.938741	5.208571	0.012526	0.8
777	-0.567309	232.559500	5.216361	0.013905	0.9
778	-0.562303	233.559500	5.195869	0.007437	1.7
779	-0.584383	233.403375	5.199058	0.017828	1.0
780	-0.581029	232.910409	5.209152	0.010739	0.8
781	-0.595640	232.403460	5.219573	0.015186	1.8
782	-0.549845	233.226622	5.202673	0.022628	1.3
783	-0.591825	234.226622	5.182288	0.013629	0.8
784	-0.577960	233.719672	5.192602	0.016466	1.0
785	-0.579371	234.719672	5.172296	0.015301	1.2
786	-0.553412	234.212746	5.182570	0.014925	1.0
787	-0.580697	233.715162	5.192694	0.013244	0.8
788	-0.571819	233.208213	5.203050	0.010300	1.5
789	-0.585685	234.208102	5.182664	0.020906	1.1
790	-0.590784	233.716192	5.192673	0.017261	0.8
791	-0.569787	234.380576	5.179164	0.016032	1.3
792	-0.550297	235.380576	5.158963	0.010875	1.0
793	-0.574750	234.873627	5.169184	0.010717	1.0
794	-0.570512	235.873619	5.149061	0.017576	1.1
795	-0.562274	236.873619	5.129094	0.011958	1.0
796	-0.515547	237.873619	5.109280	0.012186	1.0
797	-0.573766	238.873601	5.089620	0.015121	1.0
798	-0.578961	239.459358	5.078174	0.017557	0.9
799	-0.563997	238.952488	5.088076	0.008974	1.1
800	-0.535341	238.445538	5.098018	0.010973	1.3
801	-0.572354	238.834469	5.090387	0.016391	0.8
802	-0.604543	238.327551	5.100337	0.017421	1.3
803	-0.581457	239.327499	5.080746	0.018177	1.0
804	-0.595679	239.856894	5.070435	0.017267	0.9
805	-0.573200	239.349944	5.080308	0.015591	0.8
806	-0.583689	238.842995	5.090220	0.014890	1.8
807	-0.588417	238.336046	5.100170	0.006445	1.0
808	-0.569500	237.881169	5.109131	0.011498	0.8
809	-0.572511	238.720027	5.092630	0.023116	1.8
810	-0.560627	238.213078	5.102589	0.024990	1.0
811	-0.581143	239.213078	5.082980	0.012833	0.8
812	-0.567989	238.706128	5.092902	0.017116	1.0
813	-0.556429	239.642082	5.074614	0.013503	1.4
814	-0.578378	239.135133	5.084503	0.011729	0.9
815	-0.549943	238.628184	5.094431	0.015842	0.9
816	-0.593944	238.121235	5.104398	0.012154	1.0
817	-0.568066	237.614285	5.114404	0.013555	1.3
818	-0.593951	237.107337	5.124449	0.017363	0.8
819	-0.566348	238.107337	5.104672	0.016263	1.6
820	-0.573490	237.626669	5.114159	0.010173	0.8
821	-0.565518	238.615266	5.094685	0.008553	1.2
822	-0.578303	238.889904	5.089301	0.006280	1.0
823	-0.611940	238.383283	5.099241	0.011888	0.9
824	-0.593265	237.876337	5.109227	0.014205	1.1
825	-0.566471	237.369388	5.119252	0.013027	1.3
826	-0.606139	238.369387	5.099514	0.014489	0.8
827	-0.563439	239.341148	5.080480	0.020825	1.5
828	-0.564815	239.259420	5.082075	0.011339	0.8
829	-0.556636	240.259420	5.062623	0.021570	0.9
830	-0.590436	239.752515	5.072465	0.015894	1.0
831	-0.569543	239.245567	5.082346	0.012700	1.1
832	-0.571840	238.738617	5.092265	0.011986	0.9
833	-0.577107	239.721245	5.073073	0.010289	1.1
834	-0.560906	239.235686	5.082539	0.015142	1.1
835	-0.617387	238.728737	5.092459	0.012282	0.9
836	-0.594474	239.728619	5.072930	0.016125	1.3
837	-0.595990	240.544210	5.057110	0.019111	1.0
838	-0.532772	241.544156	5.037849	0.011255	0.8
839	-0.553457	242.544156	5.018734	0.013190	1.3
840	-0.580015	243.544117	4.999763	0.012478	1.3
841	-0.557229	244.544117	4.980935	0.011532	0.9
842	-0.586395	244.102929	4.989224	0.015275	0.9
843	-0.582874	243.595980	4.998783	0.021913	1.1
844	-0.578429	243.089031	5.008379	0.013415	1.1
845	-0.578416	244.089031	4.989486	0.016905	0.8
846	-0.558536	243.582082	4.999046	0.009852	1.1
847	-0.563223	243.075132	5.008642	0.015596	1.1
848	-0.579796	242.572024	5.018203	0.017772	0.9
849	-0.546255	243.571970	4.999237	0.017030	1.0
850	-0.586803	244.571970	4.980412	0.019654	1.2
851	-0.570081	245.571862	4.961731	0.024035	0.9
852	-0.623002	246.557488	4.943453	0.021792	0.9
853	-0.570959	246.050539	4.952837	0.013625	1.0
854	-0.600611	245.543589	4.962257	0.011719	1.7
855	-0.581636	246.482557	4.944838	0.016966	0.8
856	-0.599706	247.482557	4.926420	0.011620	0.9
857	-0.561986	248.482557	4.908139	0.016272	3.0
858	-0.581621	249.407568	4.891349	0.015653	2.5
859	-0.560202	248.900619	4.900537	0.017077	2.0
860	-0.553122	248.393670	4.909759	0.017333	1.8
861	-0.584446	249.393662	4.891601	0.018680	1.1
862	-0.544904	250.393662	4.873577	0.016059	0.9
863	-0.532808	249.886713	4.882698	0.011537	2.1
864	-0.556055	250.886713	4.864739	0.015679	1.0
865	-0.593497	250.380343	4.873816	0.006844	1.1
866	-0.557681	250.337611	4.874584	0.014486	1.1
867	-0.569655	249.830661	4.883708	0.010655	1.0
868	-0.605311	250.830661	4.865742	0.014465	0.9
869	-0.579703	251.402286	4.855532	0.015230	1.7
870	-0.573336	252.388419	4.838017	0.018327	0.8
871	-0.593186	253.388417	4.820385	0.014443	1.9
872	-0.597895	252.886622	4.829217	0.007594	1.1
873	-0.554023	253.882583	4.811720	0.011881	0.9
874	-0.570591	254.882546	4.794279	0.011381	1.6
875	-0.588193	255.880968	4.776991	0.011915	1.1
876	-0.586272	256.752025	4.762010	0.018614	0.8
877	-0.563851	256.245076	4.770717	0.014127	1.2
878	-0.573923	257.212019	4.754137	0.014910	1.4
879	-0.543581	256.705078	4.762815	0.012908	0.9
880	-0.560005	256.198129	4.771525	0.014182	1.0
881	-0.576802	257.198129	4.754374	0.016043	1.0
882	-0.577515	256.691180	4.763053	0.018124	1.0
883	-0.571259	256.258612	4.770485	0.015143	0.8
884	-0.564536	257.258612	4.753340	0.013444	1.4
885	-0.586064	258.258610	4.736319	0.014435	0.8
886	-0.596065	259.258610	4.719419	0.020106	1.0
887	-0.585690	260.258610	4.702640	0.015589	1.0
888	-0.567907	259.751660	4.711131	0.014084	0.9
889	-0.589491	259.244711	4.719653	0.016538	0.8
890	-0.557116	258.737875	4.728205	0.020250	1.8
891	-0.593515	259.737875	4.711363	0.014718	1.0
892	-0.582485	260.737875	4.694640	0.012241	0.8
893	-0.559796	260.230925	4.703103	0.011316	1.7
894	-0.553607	259.723976	4.711596	0.013329	1.1
895	-0.559587	260.723976	4.694872	0.024456	0.8
896	-0.616477	260.217049	4.703335	0.018347	1.7
897	-0.552204	259.710101	4.711829	0.014903	1.1
898	-0.557337	260.710101	4.695103	0.016892	0.8
899	-0.540617	260.501729	4.698578	0.013890	0.9
900	-0.578953	261.501729	4.681946	0.011129	1.0
901	-0.606932	262.476766	4.665842	0.017042	1.3
902	-0.561149	263.476756	4.649441	0.018005	0.8
903	-0.536065	262.969807	4.657741	0.011369	1.6
904	-0.579056	263.969807	4.641397	0.018467	1.1
905	-0.549625	263.463029	4.649665	0.017683	0.8
906	-0.562043	264.445792	4.633657	0.016127	1.9
907	-0.574398	265.445792	4.617481	0.017636	1.0
908	-0.591592	264.941550	4.625623	0.015569	0.8
909	-0.535837	265.941548	4.609503	0.014276	1.6
910	-0.580467	266.771439	4.596210	0.017352	1.2
911	-0.566781	266.264490	4.604321	0.018422	0.8
912	-0.534786	265.757540	4.612461	0.027755	1.1
913	-0.568144	265.250591	4.620629	0.013137	1.0
914	-0.583690	264.743642	4.628827	0.015197	0.8
915	-0.560115	265.743640	4.612684	0.015976	1.4
916	-0.559100	265.236692	4.620854	0.018766	1.1
917	-0.573999	266.236692	4.604767	0.013279	0.9
918	-0.548238	267.236692	4.588791	0.016185	0.9
919	-0.566186	268.236690	4.572926	0.025031	1.1
920	-0.571740	267.729743	4.580955	0.012204	1.3
921	-0.556029	268.729743	4.565144	0.011541	0.8
922	-0.583868	268.222794	4.573146	0.009179	1.3
923	-0.567878	267.718165	4.581139	0.017174	0.9
924	-0.554754	268.718165	4.565326	0.014789	0.9
925	-0.583855	268.211224	4.573328	0.018130	1.2
926	-0.562611	269.211224	4.557570	0.013623	1.0
927	-0.582199	270.211220	4.541920	0.017879	0.9
928	-0.554612	269.712953	4.549704	0.015834	1.0
929	-0.540770	270.712953	4.534108	0.014902	1.0
930	-0.576808	271.712951	4.518618	0.012917	1.0
931	-0.568571	271.357642	4.524109	0.011658	0.8
932	-0.588475	270.851171	4.531960	0.017060	1.1
933	-0.567125	270.347260	4.539799	0.015661	1.1
934	-0.574833	269.840310	4.547712	0.016726	0.9
935	-0.523474	269.333361	4.555653	0.011603	0.8
936	-0.588012	268.826432	4.563621	0.014917	1.6
937	-0.570346	269.824846	4.547954	0.016111	1.0
938	-0.594531	269.317898	4.555895	0.018166	1.0
939	-0.567693	268.810949	4.563865	0.020697	1.0
940	-0.573658	269.810949	4.548171	0.019671	0.8
941	-0.584665	269.304007	4.556113	0.016840	1.6
942	-0.562927	270.304007	4.540473	0.022346	1.1
943	-0.585903	269.797058	4.548388	0.011522	0.8
944	-0.588326	269.801554	4.548318	0.013908	1.8
945	-0.563310	269.298590	4.556198	0.019822	1.2
946	-0.580130	270.298590	4.540557	0.019698	1.5
947	-0.573415	271.298590	4.525023	0.020196	1.0
948	-0.603598	271.399062	4.523468	0.016573	1.6
949	-0.569014	272.399062	4.508051	0.020419	0.9
950	-0.562962	273.397205	4.492767	0.012463	1.1
951	-0.587836	274.397205	4.477557	0.013779	1.0
952	-0.575190	273.890317	4.485254	0.016552	1.3
953	-0.593332	273.383368	4.492978	0.012193	1.4
954	-0.589756	272.876419	4.500728	0.009968	0.8
955	-0.560049	273.712923	4.487954	0.017001	1.7
956	-0.579221	274.712923	4.472777	0.013959	0.9
957	-0.564871	274.205974	4.480458	0.010608	1.1
958	-0.587170	273.699148	4.488163	0.015052	1.0
959	-0.595562	273.192257	4.495896	0.016463	1.1
960	-0.579783	274.192257	4.480666	0.024721	1.7
961	-0.553733	275.192257	4.465538	0.009743	0.8
962	-0.588188	274.685308	4.473195	0.013004	1.7
963	-0.589413	275.685304	4.458117	0.017654	0.8
964	-0.568996	275.178405	4.465747	0.011020	1.5
965	-0.592902	276.137709	4.451330	0.016332	1.1
966	-0.569926	275.892223	4.455010	0.016099	0.8
967	-0.574664	276.892222	4.440055	0.014526	1.8
968	-0.582532	277.892222	4.425200	0.012250	1.0
969	-0.576682	278.662079	4.413831	0.014544	0.8
970	-0.574992	278.279548	4.419473	0.013956	1.8
971	-0.567530	279.279548	4.404755	0.014362	1.3
972	-0.574035	278.773356	4.412193	0.011018	0.8
973	-0.566733	278.266406	4.419667	0.012810	1.1
974	-0.568254	278.779834	4.412098	0.021103	1.5
975	-0.586041	279.779802	4.397429	0.022767	0.8
976	-0.574152	279.272853	4.404853	0.026977	1.5
977	-0.555127	280.272853	4.390233	0.018334	1.3
978	-0.604606	281.272853	4.375709	0.014406	0.8
979	-0.574659	282.176843	4.362661	0.013889	1.4
980	-0.583903	281.669894	4.369969	0.015891	1.9
981	-0.585176	281.162944	4.377300	0.014817	0.8
982	-0.569856	281.895439	4.366715	0.012881	1.4
983	-0.586058	282.895439	4.352345	0.011734	1.0
984	-0.586415	282.511727	4.357848	0.019902	0.9
985	-0.571270	282.010045	4.365063	0.015629	0.8
986	-0.566007	281.503096	4.372378	0.014900	1.4
987	-0.569881	282.503096	4.357972	0.011760	1.2
988	-0.555267	283.503096	4.343660	0.007166	0.8
989	-0.598095	282.996156	4.350903	0.016915	1.1
990	-0.567088	283.996155	4.336638	0.013604	1.1
991	-0.572013	284.996154	4.322466	0.012846	0.9
992	-0.557197	285.996153	4.308386	0.011321	1.4
993	-0.574438	286.996153	4.294398	0.015693	1.0
994	-0.547381	286.489204	4.301478	0.012932	0.8
995	-0.570227	285.982255	4.308581	0.018576	1.4
996	-0.570623	285.495321	4.315426	0.012057	1.0
997	-0.525132	285.007330	4.322308	0.018068	0.9
998	-0.549851	286.007330	4.308229	0.025697	0.8
999	-0.574079	287.007330	4.294242	0.017671	1.7
