1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
38	-0.702444	25.821799	34.409757	0.013553	2.0
39	-0.688070	26.821799	33.690216	0.016750	1.0
40	-0.679241	27.821799	33.000151	0.010489	1.0
41	-0.692859	27.364024	33.312503	0.013934	1.5
42	-0.686495	28.364022	32.637671	0.013489	0.9
43	-0.680240	29.364022	31.989636	0.009970	1.1
44	-0.679601	28.906273	32.283050	0.015014	1.4
45	-0.667613	29.906273	31.648884	0.008913	0.9
46	-0.685369	29.448497	31.936070	0.010377	1.1
47	-0.689148	28.990722	32.228515	0.017907	1.3
48	-0.705935	28.532947	32.526365	0.009634	1.0
49	-0.682553	29.532947	31.882698	0.010755	1.0
50	-0.659419	29.075176	32.174160	0.015100	1.5
51	-0.672700	30.075153	31.544236	0.011526	0.9
52	-0.705352	29.706139	31.773800	0.009939	1.2
53	-0.721923	30.703575	31.160838	0.009750	1.4
54	-0.689035	31.703433	30.569673	0.007766	1.0
55	-0.696240	31.245657	30.837524	0.008593	1.1
56	-0.672764	32.245649	30.258373	0.014607	1.3
57	-0.678062	31.787873	30.520774	0.012156	1.0
58	-0.669838	32.786835	29.953923	0.013375	1.1
59	-0.669500	33.687635	29.460530	0.005929	1.3
60	-0.696682	33.229859	29.709218	0.009731	1.0
61	-0.694386	32.772207	29.962072	0.018380	1.0
62	-0.679970	33.772207	29.415041	0.011844	1.3
63	-0.663710	33.314431	29.662959	0.016272	1.1
64	-0.669764	34.314431	29.126698	0.008612	0.9
65	-0.686396	33.856655	29.369759	0.012896	1.4
66	-0.706156	34.856655	28.843953	0.007850	1.2
67	-0.692534	34.399312	29.082071	0.009945	0.9
68	-0.710371	35.399312	28.566425	0.014437	1.2
69	-0.710653	34.941536	28.800187	0.013495	1.1
70	-0.699609	35.941536	28.294402	0.013443	0.8
71	-0.693936	36.587826	27.976863	0.011499	1.8
72	-0.698959	37.587826	27.499343	0.009923	1.0
73	-0.686884	38.587826	27.037850	0.011367	0.8
74	-0.734358	38.151393	27.237342	0.013449	2.0
75	-0.672778	38.996716	26.853582	0.007957	1.0
76	-0.699335	39.990552	26.416005	0.010194	1.2
77	-0.669359	40.987133	25.991308	0.010037	1.6
78	-0.686510	40.560966	26.171238	0.010069	0.8
79	-0.691714	40.103190	26.367309	0.013791	1.2
80	-0.694463	41.103190	25.942737	0.011615	1.3
81	-0.724990	40.645413	26.135387	0.010328	0.8
82	-0.661962	40.189051	26.330311	0.012526	1.5
83	-0.698900	39.731275	26.528781	0.010832	1.1
84	-0.693878	39.274143	26.729981	0.009335	0.8
85	-0.677686	38.816367	26.934546	0.010747	1.5
86	-0.694962	39.816367	26.491663	0.009080	1.4
87	-0.716364	40.816363	26.063111	0.015154	1.2
88	-0.683256	40.416862	26.232644	0.009875	1.4
89	-0.706638	41.416862	25.812363	0.010826	1.0
90	-0.662873	40.959151	26.003047	0.011508	1.8
91	-0.659568	40.502003	26.196329	0.011341	1.3
92	-0.694995	41.502003	25.777201	0.015434	0.9
93	-0.722827	42.502003	25.371274	0.011011	1.7
94	-0.655199	42.045559	25.554959	0.010952	0.9
95	-0.688618	43.045559	25.155947	0.008516	1.4
96	-0.700746	42.593474	25.334780	0.016513	1.2
97	-0.681452	42.179107	25.500942	0.008147	0.8
98	-0.705275	41.721369	25.687046	0.021509	1.5
99	-0.690357	42.721368	25.283932	0.012434	1.0
100	-0.684952	43.277486	25.065179	0.015672	0.9
101	-0.719217	44.266953	24.685184	0.019873	1.6
102	-0.700081	45.266953	24.312672	0.013232	1.2
103	-0.669679	44.809996	24.481489	0.009595	0.8
104	-0.691254	45.808863	24.115464	0.015722	1.5
105	-0.647252	45.352624	24.281281	0.010707	1.2
106	-0.696258	44.894848	24.449965	0.007937	0.8
107	-0.719113	44.437072	24.621008	0.017007	1.2
108	-0.679593	45.437072	24.250417	0.012269	1.4
109	-0.713595	46.361762	23.917526	0.012751	0.8
110	-0.707171	47.361762	23.567659	0.007184	1.1
111	-0.675398	48.361711	23.227897	0.013267	1.6
112	-0.696672	49.361710	22.897776	0.010136	0.8
113	-0.697397	48.905640	23.047164	0.010817	1.6
114	-0.715020	49.905576	22.722144	0.011378	1.1
115	-0.688383	49.447855	22.869777	0.010120	0.9
116	-0.697771	50.447714	22.549731	0.009889	2.5
117	-0.705366	51.399479	22.253292	0.012178	0.9
118	-0.717080	50.941702	22.394893	0.010074	1.7
119	-0.702275	51.930173	22.091360	0.017619	1.1
120	-0.693519	52.930173	21.792546	0.007990	1.0
121	-0.703210	52.472397	21.928326	0.005484	1.4
122	-0.665154	52.029205	22.061403	0.008729	1.0
123	-0.676009	53.028853	21.763497	0.008828	1.0
124	-0.676172	54.028686	21.473476	0.006078	1.3
125	-0.702009	53.591529	21.599325	0.008070	1.1
126	-0.720422	53.297212	21.684888	0.010807	1.4
127	-0.666968	52.861506	21.812806	0.021232	1.5
128	-0.691659	53.861506	21.521431	0.009502	0.8
129	-0.721838	54.861506	21.237737	0.014690	1.6
130	-0.702046	54.403730	21.366671	0.011453	1.0
131	-0.713136	55.403730	21.087016	0.009093	0.9
132	-0.749705	54.956111	21.211285	0.010347	1.5
133	-0.708971	54.607867	21.308983	0.012297	1.4
134	-0.691815	54.150109	21.438781	0.013597	0.8
135	-0.694440	53.693450	21.569853	0.009922	1.8
136	-0.703251	54.688654	21.286238	0.013616	1.0
137	-0.694047	55.687864	21.008887	0.006128	0.8
138	-0.692592	55.230089	21.135050	0.009211	2.4
139	-0.676156	56.229778	20.861470	0.005444	0.8
140	-0.688770	55.775326	20.984954	0.008750	1.5
141	-0.679254	56.774183	20.715444	0.010476	1.1
142	-0.680448	56.316559	20.838055	0.010036	0.8
143	-0.712522	57.163871	20.612166	0.012175	1.6
144	-0.690723	58.099707	20.368302	0.009992	1.2
145	-0.680423	57.663738	20.481187	0.007531	0.8
146	-0.705641	58.544302	20.254458	0.013099	1.7
147	-0.693314	58.086526	20.371697	0.013848	0.9
148	-0.689692	57.674835	20.478298	0.013124	0.9
149	-0.655419	57.217059	20.598150	0.007348	1.8
150	-0.682223	58.128681	20.360844	0.013197	1.0
151	-0.680320	59.128681	20.106742	0.009114	0.8
152	-0.690506	58.670905	20.222272	0.009562	1.8
153	-0.718000	58.213129	20.339137	0.011575	1.1
154	-0.684572	57.755576	20.457303	0.015753	1.0
155	-0.712063	58.755576	20.200803	0.008089	1.3
156	-0.701906	58.297805	20.317419	0.010592	1.0
157	-0.701798	58.687862	20.217969	0.007548	0.9
158	-0.705317	58.230086	20.334784	0.015963	1.8
159	-0.686680	59.230086	20.081328	0.009138	0.9
160	-0.702002	60.230086	19.834113	0.015882	2.1
161	-0.698299	61.221415	19.594977	0.013997	1.1
162	-0.683988	62.221415	19.359521	0.009783	2.7
163	-0.666290	63.221415	19.129656	0.013239	1.1
164	-0.686905	62.772345	19.232203	0.013334	0.9
165	-0.669909	63.765613	19.006843	0.013391	2.8
166	-0.704128	64.765613	18.785229	0.018050	1.5
167	-0.675929	65.765613	18.568724	0.018234	1.4
168	-0.697422	65.307837	18.667212	0.014794	0.9
169	-0.682535	64.859278	18.764736	0.008529	2.3
170	-0.673084	65.859278	18.548700	0.009645	1.0
171	-0.687690	65.401502	18.646976	0.006180	1.5
172	-0.649949	66.341667	18.446255	0.011325	1.5
173	-0.662552	65.885870	18.543023	0.012135	1.7
174	-0.697369	66.885869	18.332034	0.015610	1.2
175	-0.695386	67.885869	18.125791	0.016848	0.9
176	-0.659883	68.885869	17.924138	0.009205	1.8
177	-0.717169	68.428093	18.015890	0.007341	1.0
178	-0.698792	69.267838	17.848292	0.017407	1.1
179	-0.715569	68.810062	17.939267	0.012395	1.0
180	-0.670859	69.810062	17.741720	0.013087	1.1
181	-0.695792	69.352286	17.831610	0.015439	1.1
182	-0.685429	70.351522	17.636561	0.010942	1.1
183	-0.691526	70.967655	17.518406	0.007467	1.1
184	-0.649020	71.172533	17.479467	0.014701	1.1
185	-0.679122	70.715160	17.566635	0.013541	0.9
186	-0.652729	71.715160	17.377166	0.012491	1.8
187	-0.709189	72.715142	17.191744	0.013323	0.9
188	-0.677992	73.715142	17.010234	0.014479	0.9
189	-0.710826	74.715142	16.832517	0.012833	1.6
190	-0.692641	75.714529	16.658580	0.009981	1.0
191	-0.704648	75.256834	16.737790	0.014676	1.0
192	-0.667210	76.256834	16.565691	0.008975	1.2
193	-0.679163	77.256834	16.397096	0.014083	1.1
194	-0.728714	76.799077	16.473844	0.011311	1.3
195	-0.712085	77.799073	16.307103	0.016066	1.4
196	-0.698368	78.799073	16.143704	0.010495	0.9
197	-0.711296	79.799069	15.983547	0.013915	1.0
198	-0.675842	79.341569	16.056423	0.010827	1.7
199	-0.689180	80.341568	15.897985	0.009038	1.0
200	-0.702070	81.341567	15.742643	0.013639	1.0
201	-0.712044	80.883794	15.813376	0.015655	1.3
202	-0.745542	81.883794	15.659674	0.012514	1.1
203	-0.686577	82.883790	15.508933	0.013975	0.8
204	-0.674948	82.426014	15.577577	0.009831	1.8
205	-0.691277	82.155248	15.618466	0.016349	1.0
206	-0.674923	83.062440	15.482308	0.009569	0.9
207	-0.671941	82.803726	15.520895	0.013479	1.4
208	-0.698768	83.803726	15.372800	0.014037	1.2
209	-0.715192	83.345951	15.440242	0.012183	1.2
210	-0.711280	84.300864	15.300223	0.013817	1.2
211	-0.726377	85.300851	15.156292	0.010659	1.0
212	-0.691630	85.293180	15.157386	0.010752	1.1
213	-0.704331	86.293180	15.016115	0.015041	1.1
214	-0.664321	85.835404	15.080457	0.011700	0.9
215	-0.688809	85.377628	15.145353	0.010873	1.6
216	-0.701316	85.248671	15.163735	0.010689	1.0
217	-0.696484	84.790895	15.229351	0.015857	0.8
218	-0.683915	85.788701	15.087052	0.009398	1.3
219	-0.697193	86.788701	14.947084	0.008471	1.5
220	-0.681934	87.701700	14.821541	0.015679	0.8
221	-0.709475	87.243924	14.884223	0.020586	1.6
222	-0.697581	88.243924	14.747975	0.012850	1.1
223	-0.721061	87.786147	14.810036	0.010714	0.8
224	-0.658740	88.786147	14.675137	0.012949	1.9
225	-0.676946	89.786147	14.542673	0.009153	1.0
226	-0.695132	90.786126	14.412582	0.016707	1.1
227	-0.684491	91.786126	14.284795	0.008694	1.7
228	-0.722276	92.786126	14.159254	0.011782	0.9
229	-0.677921	92.366206	14.211702	0.007548	1.5
230	-0.687251	91.910063	14.269115	0.010184	1.0
231	-0.707091	92.909838	14.143877	0.015385	1.2
232	-0.665064	93.909838	14.020790	0.012263	1.4
233	-0.711153	94.909838	13.899827	0.009348	1.0
234	-0.703077	95.909457	13.780978	0.011796	1.0
235	-0.682897	96.909457	13.664101	0.010692	1.3
236	-0.695782	96.451681	13.717358	0.008838	1.1
237	-0.689445	95.993925	13.771029	0.008424	0.8
238	-0.683703	95.538074	13.824896	0.010462	1.8
239	-0.706135	96.538055	13.707277	0.010554	1.1
240	-0.699296	96.080279	13.760872	0.011311	0.8
241	-0.709814	96.367398	13.727208	0.013058	1.7
242	-0.725510	95.909622	13.780959	0.012838	1.2
243	-0.692717	96.909411	13.664106	0.011854	0.9
244	-0.696537	96.451823	13.717341	0.011367	2.1
245	-0.694159	95.994188	13.770998	0.013374	0.8
246	-0.690268	96.994188	13.654289	0.013049	1.5
247	-0.711138	97.994122	13.539549	0.014025	1.0
248	-0.716174	98.994122	13.426714	0.009600	0.9
249	-0.696005	99.994117	13.315744	0.009876	1.2
250	-0.682390	99.536341	13.366315	0.012379	1.5
251	-0.696523	99.172097	13.406829	0.009506	0.9
252	-0.686378	100.151492	13.298447	0.009434	1.0
253	-0.664155	101.072979	13.198062	0.011065	1.3
254	-0.676923	102.072973	13.090825	0.017297	1.0
255	-0.709439	101.615197	13.139698	0.012671	1.1
256	-0.665955	102.615197	13.033403	0.010214	1.5
257	-0.713378	102.157476	13.081843	0.008157	1.0
258	-0.701827	103.157476	12.976478	0.010884	0.8
259	-0.721282	104.156018	12.872946	0.012433	2.0
260	-0.700012	105.156018	12.770907	0.011634	0.9
261	-0.678572	104.698242	12.817416	0.008652	1.3
262	-0.679015	104.241737	12.864136	0.009376	1.2
263	-0.680722	103.822666	12.907325	0.011670	0.9
264	-0.686641	104.822666	12.804741	0.015779	1.8
265	-0.690441	104.364890	12.851499	0.012021	1.2
266	-0.702789	103.907114	12.898598	0.014846	0.8
267	-0.692122	103.449448	12.946033	0.007608	1.5
268	-0.721762	103.286154	12.963043	0.009263	1.0
269	-0.677851	104.286054	12.859585	0.012315	1.1
270	-0.686047	103.923012	12.896957	0.017952	1.3
271	-0.706637	103.465236	12.944391	0.011946	0.8
272	-0.699624	104.465236	12.841220	0.009879	1.9
273	-0.700436	105.465236	12.739681	0.011986	1.0
274	-0.678559	105.007459	12.785963	0.009566	0.8
275	-0.690453	105.154280	12.771082	0.013152	1.7
276	-0.697859	104.696504	12.817594	0.009600	1.0
277	-0.681191	104.239258	12.864390	0.011168	0.9
278	-0.693523	105.203994	12.766052	0.013328	1.6
279	-0.672660	106.203628	12.665729	0.010241	1.0
280	-0.687375	106.952432	12.591607	0.011946	0.9
281	-0.709036	107.952431	12.493962	0.013221	1.4
282	-0.705595	108.952431	12.397819	0.013494	1.0
283	-0.669505	109.952431	12.303145	0.007692	0.8
284	-0.695651	109.495929	12.346184	0.008048	1.9
285	-0.722834	110.495058	12.252375	0.013184	1.0
286	-0.714512	110.046689	12.294295	0.015273	0.8
287	-0.710502	109.588913	12.337393	0.010773	2.4
288	-0.672963	110.588913	12.243636	0.015120	0.9
289	-0.694102	111.588913	12.151293	0.007000	1.5
290	-0.691805	111.131137	12.193392	0.011272	1.0
291	-0.689916	112.131137	12.101802	0.008785	0.9
292	-0.660446	113.129981	12.011682	0.015040	1.7
293	-0.626010	112.672505	12.052791	0.009533	1.3
294	-0.705880	113.672505	11.963294	0.015694	0.9
295	-0.668148	113.214728	12.004098	0.011610	1.2
296	-0.673201	112.756992	12.045177	0.007799	1.6
297	-0.739790	112.301183	12.086365	0.010919	0.9
298	-0.713973	113.301182	11.996370	0.006672	1.5
299	-0.668727	112.843749	12.037370	0.009998	1.1
300	-0.676270	113.732473	11.957969	0.013981	1.0
301	-0.698748	114.657896	11.876395	0.012605	1.3
302	-0.697472	115.657896	11.789489	0.014481	1.1
303	-0.709390	116.657896	11.703845	0.011356	1.0
304	-0.724576	116.200120	11.742896	0.012039	1.6
305	-0.721636	117.200120	11.657926	0.008547	1.0
306	-0.679492	116.948117	11.679222	0.009048	1.9
307	-0.704632	117.948044	11.595174	0.015408	1.1
308	-0.685153	117.490268	11.633501	0.015185	0.8
309	-0.694662	118.490268	11.550101	0.011268	1.9
310	-0.690549	118.032492	11.588131	0.021540	1.0
311	-0.743503	117.574716	11.626412	0.018289	1.0
312	-0.707747	118.574716	11.543113	0.006233	1.5
313	-0.704716	119.574716	11.460999	0.012768	1.1
314	-0.697999	119.294720	11.483873	0.009246	0.9
315	-0.663538	120.294720	11.402597	0.008121	1.4
316	-0.691864	119.836977	11.439657	0.008069	1.0
317	-0.683809	119.696503	11.451079	0.012669	1.1
318	-0.716328	120.696503	11.370264	0.008874	1.6
319	-0.678790	120.247880	11.406378	0.010777	0.9
320	-0.703883	121.247813	11.326197	0.008534	2.0
321	-0.694526	120.803531	11.361683	0.008823	1.1
322	-0.664167	121.786465	11.283469	0.013163	0.8
323	-0.667490	122.784191	11.205173	0.010088	1.6
324	-0.683530	122.327469	11.240879	0.010495	1.0
325	-0.700946	123.327077	11.163025	0.010077	1.0
326	-0.701083	122.874056	11.198174	0.005076	1.3
327	-0.690341	122.459601	11.230525	0.014365	0.9
328	-0.715605	122.001834	11.266476	0.009480	0.8
329	-0.672052	121.544144	11.302651	0.007516	1.9
330	-0.702509	122.491584	11.228022	0.010391	1.1
331	-0.711682	123.490526	11.150397	0.011276	0.8
332	-0.680985	124.490526	11.073757	0.014692	2.3
333	-0.736231	125.490525	10.998163	0.014581	0.8
334	-0.710813	125.032749	11.032640	0.007199	1.2
335	-0.693873	124.779691	11.051791	0.012516	1.2
336	-0.689682	125.779691	10.976496	0.010072	0.9
337	-0.689509	126.779691	10.902220	0.015697	1.8
338	-0.718470	127.779691	10.828942	0.012281	1.2
339	-0.689720	127.321915	10.862365	0.014912	0.8
340	-0.663843	128.321915	10.789620	0.011133	1.0
341	-0.697987	129.321915	10.717843	0.010452	1.7
342	-0.750289	128.864139	10.750582	0.011922	0.8
343	-0.698128	129.862822	10.679415	0.012357	1.3
344	-0.651707	129.405050	10.711919	0.009681	1.5
345	-0.693801	130.372594	10.643450	0.008674	0.8
346	-0.683923	129.940852	10.673894	0.009008	1.6
347	-0.674263	130.940715	10.603654	0.011127	1.0
348	-0.678323	130.561853	10.630160	0.005854	0.9
349	-0.704509	130.129143	10.660596	0.008953	1.3
350	-0.692562	131.103260	10.592322	0.010026	1.7
351	-0.694915	130.645484	10.624297	0.015211	0.8
352	-0.686878	130.373098	10.643415	0.013663	1.5
353	-0.689224	131.373098	10.573564	0.018153	0.9
354	-0.660041	130.915321	10.605426	0.009898	1.5
355	-0.669718	130.457545	10.637481	0.012290	1.1
356	-0.697086	130.034158	10.667300	0.010426	0.8
357	-0.692517	129.584146	10.699179	0.011200	1.7
358	-0.674793	129.486682	10.706108	0.011478	1.2
359	-0.726788	130.486682	10.635435	0.008791	0.8
360	-0.690590	131.486682	10.565688	0.011249	1.6
361	-0.678763	131.028906	10.597502	0.011197	0.8
362	-0.719660	132.028906	10.528251	0.010249	1.7
363	-0.684559	131.571130	10.559840	0.012659	0.8
364	-0.698895	131.113354	10.591619	0.015295	2.3
365	-0.728680	132.113354	10.522444	0.014554	0.8
366	-0.670448	133.113354	10.454167	0.011428	1.5
367	-0.728638	134.113354	10.386770	0.011611	1.7
368	-0.682055	135.113354	10.320236	0.006904	0.8
369	-0.665869	134.655577	10.350588	0.010324	1.5
370	-0.654143	135.254624	10.310906	0.009075	1.2
371	-0.709187	136.254624	10.245338	0.018290	1.0
372	-0.692800	135.800180	10.275031	0.010099	1.3
373	-0.709497	136.800180	10.209917	0.007739	1.2
374	-0.713898	137.800052	10.145631	0.007061	0.8
375	-0.726176	138.799756	10.082160	0.010071	1.5
376	-0.700515	138.342095	10.111118	0.009795	1.0
377	-0.666300	139.342095	10.048058	0.010375	0.8
378	-0.662720	138.902049	10.075710	0.010833	2.2
379	-0.671210	138.444272	10.104638	0.010820	1.0
380	-0.690472	139.444272	10.041659	0.006019	1.1
381	-0.698299	138.986659	10.070382	0.013193	1.4
382	-0.718187	139.448102	10.041420	0.009852	1.0
383	-0.709823	139.112413	10.062472	0.009650	0.8
384	-0.715991	138.654718	10.091319	0.010645	2.0
385	-0.674949	139.650931	10.028742	0.010273	0.9
386	-0.693366	140.650931	9.966702	0.005426	1.0
387	-0.704992	141.596209	9.908759	0.011982	1.2
388	-0.674403	142.596130	9.848196	0.009800	1.0
389	-0.671208	143.590101	9.788722	0.012641	0.8
390	-0.710275	144.590087	9.729608	0.011600	1.6
391	-0.680015	145.590087	9.671204	0.015935	1.4
392	-0.732223	146.590087	9.613496	0.011891	1.0
393	-0.700638	147.590015	9.556478	0.011213	1.1
394	-0.699335	148.567859	9.501368	0.012776	1.8
395	-0.700841	148.110083	9.527088	0.015601	1.0
396	-0.681465	149.110083	9.471083	0.005990	0.9
397	-0.708876	149.863360	9.429328	0.013077	1.7
398	-0.720568	149.405586	9.454659	0.011792	1.0
399	-0.693862	150.253632	9.407840	0.011015	0.8
400	-0.725328	151.253267	9.353243	0.012189	1.1
401	-0.692495	152.253267	9.299257	0.008969	1.4
402	-0.659397	153.250683	9.246028	0.014185	0.9
403	-0.713868	152.792907	9.270382	0.007351	1.3
404	-0.683241	152.770308	9.271588	0.006813	1.7
405	-0.680071	152.312655	9.296071	0.014441	0.8
406	-0.690535	153.312653	9.242741	0.013399	1.1
407	-0.692284	152.854877	9.267078	0.010753	1.5
408	-0.731031	153.854877	9.214079	0.007660	0.8
409	-0.694032	154.344738	9.188338	0.010296	1.4
410	-0.699681	153.887186	9.212377	0.007913	1.5
411	-0.675585	154.873667	9.160705	0.013014	0.8
412	-0.717823	154.415898	9.184611	0.008341	1.0
413	-0.711461	153.983477	9.207308	0.007088	1.7
414	-0.682780	154.980148	9.155162	0.007073	0.8
415	-0.674149	155.947630	9.105105	0.012360	1.4
416	-0.711727	156.946486	9.053996	0.010467	1.5
417	-0.710314	156.488808	9.077343	0.009481	1.0
418	-0.678851	156.032251	9.100753	0.006054	1.8
419	-0.732095	155.638418	9.121044	0.009299	1.2
420	-0.730159	156.638418	9.069697	0.008400	1.0
421	-0.691044	156.180940	9.093115	0.011437	1.2
422	-0.698201	157.180940	9.042082	0.008086	1.3
423	-0.689513	157.029675	9.049765	0.009856	0.8
424	-0.697537	158.029675	8.999216	0.009664	1.0
425	-0.719806	158.823607	8.959484	0.011099	1.3
426	-0.660441	158.365831	8.982350	0.011229	1.0
427	-0.721414	157.908168	9.005328	0.009086	1.1
428	-0.691843	158.904702	8.955445	0.013513	1.2
429	-0.685777	159.904702	8.905942	0.010563	1.0
430	-0.692393	160.904702	8.856982	0.018504	0.8
431	-0.730524	160.446926	8.879328	0.017344	1.8
432	-0.669197	161.446926	8.830660	0.010380	1.0
433	-0.692251	160.998642	8.852411	0.011109	0.8
434	-0.680724	161.998642	8.804036	0.013653	1.3
435	-0.684018	161.542182	8.826052	0.013853	1.0
436	-0.706010	161.086123	8.848158	0.007885	0.9
437	-0.730822	162.083137	8.799973	0.014831	0.8
438	-0.658758	161.679934	8.819396	0.011695	1.1
439	-0.688970	161.239978	8.840688	0.009026	1.4
440	-0.689129	160.895392	8.857436	0.012724	0.8
441	-0.665198	160.437621	8.879783	0.010165	1.0
442	-0.695477	159.979879	8.902242	0.009583	1.3
443	-0.719500	160.783071	8.862908	0.012696	1.2
444	-0.705258	161.783071	8.814420	0.012669	1.0
445	-0.688394	161.325295	8.836551	0.010806	1.4
446	-0.685037	160.867519	8.858793	0.009868	1.2
447	-0.713790	161.867519	8.810349	0.008088	0.9
448	-0.710927	162.867363	8.762440	0.011184	1.7
449	-0.680543	162.409995	8.784291	0.013038	1.0
450	-0.667227	161.952219	8.806270	0.011220	0.8
451	-0.712940	162.756570	8.767723	0.009986	1.7
452	-0.649574	163.756570	8.720267	0.009152	1.4
453	-0.695363	163.853974	8.715673	0.012467	0.8
454	-0.653259	163.396198	8.737310	0.008228	1.1
455	-0.688053	164.394740	8.690250	0.011271	1.6
456	-0.695421	165.394740	8.643628	0.008568	1.0
457	-0.679749	164.943210	8.664617	0.012071	1.2
458	-0.695721	165.588803	8.634638	0.012406	1.6
459	-0.688054	165.131027	8.655874	0.010001	0.9
460	-0.696172	166.131023	8.609618	0.008473	1.2
461	-0.688548	167.131008	8.563855	0.012933	0.9
462	-0.691007	166.673232	8.584744	0.003543	1.0
463	-0.693088	167.671607	8.539317	0.013063	1.3
464	-0.713910	167.232651	8.559231	0.007308	1.1
465	-0.690451	167.265215	8.557750	0.011684	0.8
466	-0.668999	166.807800	8.578593	0.008920	1.6
467	-0.704970	166.352809	8.599426	0.010479	0.9
468	-0.715000	166.284038	8.602584	0.014449	1.6
469	-0.692721	165.880864	8.621143	0.010833	1.0
470	-0.690958	166.880860	8.575257	0.008284	0.8
471	-0.720871	167.747000	8.535906	0.011338	1.0
472	-0.703630	168.747000	8.490921	0.014450	1.3
473	-0.656855	168.289224	8.511455	0.014926	1.0
474	-0.684040	167.831447	8.532089	0.012185	0.8
475	-0.673245	168.831046	8.487161	0.012419	1.7
476	-0.687586	169.831046	8.442687	0.012547	1.0
477	-0.675422	169.373270	8.462988	0.012823	0.9
478	-0.696975	170.373270	8.418766	0.016238	1.0
479	-0.698152	171.373270	8.375003	0.010822	1.0
480	-0.721945	170.915494	8.394980	0.016033	1.0
481	-0.678675	170.457718	8.415052	0.014186	1.0
482	-0.681834	171.457718	8.371328	0.007787	1.5
483	-0.692671	171.002866	8.391160	0.008162	0.8
484	-0.680160	171.220326	8.381667	0.012219	1.3
485	-0.666130	170.762549	8.401675	0.009123	1.0
486	-0.682869	171.315668	8.377511	0.008094	0.9
487	-0.693224	172.315466	8.334184	0.006952	0.8
488	-0.693327	173.188707	8.296706	0.009228	1.1
489	-0.655057	172.737361	8.316035	0.010580	1.5
490	-0.709211	172.279585	8.335731	0.009559	0.8
491	-0.701660	171.821809	8.355521	0.015836	1.6
492	-0.682065	172.821766	8.312414	0.010112	0.8
493	-0.687645	173.821766	8.269747	0.012776	1.2
494	-0.684260	173.482553	8.284171	0.018035	1.0
495	-0.726717	173.024777	8.303716	0.011845	1.0
496	-0.725205	173.829695	8.269410	0.014963	1.1
497	-0.690984	174.829695	8.227183	0.016331	1.1
498	-0.689140	175.755496	8.188471	0.012729	0.9
499	-0.708518	175.297720	8.207567	0.009486	2.4
500	-0.655580	174.841105	8.226704	0.009576	0.9
501	-0.705845	174.589457	8.237288	0.011714	1.4
502	-0.715127	175.589453	8.195387	0.007587	1.0
503	-0.681573	175.267118	8.208847	0.015665	0.9
504	-0.687092	176.267089	8.167235	0.007689	1.0
505	-0.686468	175.810092	8.186200	0.009441	1.2
506	-0.694752	175.352316	8.205285	0.008063	1.0
507	-0.713789	174.894544	8.224459	0.016052	0.8
508	-0.657514	174.436768	8.243724	0.013994	1.9
509	-0.700798	175.436762	8.201758	0.007549	0.9
510	-0.709421	174.978987	8.220916	0.011595	0.9
511	-0.719011	175.978984	8.179181	0.014701	1.2
512	-0.668057	176.978984	8.137867	0.016276	1.4
513	-0.645864	177.968097	8.097412	0.013062	0.8
514	-0.697841	177.510321	8.116085	0.009247	1.6
