1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
72	-1.011322	454.121787	0.027919	3.2
73	-0.789098	452.554045	0.013385	3.4
74	-0.216951	451.000653	0.001150	2.7
75	-0.919251	449.461399	0.010349	2.3
76	-1.126387	447.936075	0.011558	1.9
77	-0.564983	446.424477	0.009161	2.8
78	-0.338239	444.926406	0.001987	2.9
79	-0.180371	443.441666	0.007974	1.7
80	-0.000000	441.970065	0.000000	2.9
81	-0.000000	440.511415	0.000000	1.8
82	-1.186292	439.065533	0.032500	2.6
83	-0.854433	437.632238	0.010617	2.9
84	-0.997951	436.211351	0.008749	1.6
85	-0.000000	434.802701	0.000000	2.8
86	-0.844208	433.406117	0.013428	3.0
87	-0.848360	432.021430	0.012137	1.7
88	-0.713457	430.648479	0.006697	3.0
89	-0.000000	429.287101	0.000000	2.8
90	-0.554636	427.937140	0.024569	2.2
91	-0.003481	426.598440	0.001028	1.6
92	-1.062939	425.270849	0.017967	2.5
93	-0.000063	423.954220	0.000023	3.0
94	-0.667713	422.648404	0.035706	1.5
95	-0.757639	421.353259	0.021712	3.3
96	-0.296685	420.068643	0.001680	2.0
97	-0.148567	418.794419	0.005107	1.8
98	-1.072088	417.530451	0.010179	2.9
99	-0.392195	416.276604	0.002915	3.2
100	-0.595519	415.032748	0.005499	3.5
101	-0.724139	413.798754	0.009088	3.1
102	-0.990713	412.574495	0.042906	3.0
103	-0.719114	411.359849	0.024109	3.1
104	-0.000049	410.154691	0.000012	3.1
105	-0.893358	408.958904	0.022851	3.4
106	-0.886669	407.772368	0.018625	3.1
107	-0.876742	406.594968	0.044113	4.2
108	-0.897736	405.426590	0.028399	3.2
109	-0.781725	404.267122	0.034577	2.8
110	-1.068562	403.116456	0.028689	2.3
111	-0.897519	401.974481	0.010310	2.9
112	-0.045850	400.841093	0.003229	2.8
113	-0.138939	399.716187	0.000680	1.8
114	-0.949091	398.599660	0.017048	2.2
115	-0.417524	397.491411	0.004146	2.6
116	-0.000000	396.391342	0.000000	2.2
117	-1.052288	395.299353	0.014363	1.8
118	-0.389455	394.215350	0.004648	2.0
119	-0.035419	393.139238	0.001739	2.8
120	-0.074601	392.070924	0.002136	2.7
121	-0.166092	391.010316	0.002319	3.0
122	-1.123554	389.957325	0.017597	1.8
123	-0.642826	388.911862	0.009103	2.1
124	-0.000000	387.873839	0.000000	2.7
125	-0.943167	386.843173	0.024026	2.8
126	-1.104261	385.819777	0.047211	1.4
127	0.000000	384.803569	0.000000	2.2
128	-0.310145	383.794468	0.004435	1.7
129	-0.000000	382.792393	0.000000	2.7
130	-0.237724	381.797264	0.005941	2.4
131	-0.201858	380.809005	0.002125	1.8
132	-0.000000	379.827537	0.000000	2.4
133	-0.664767	378.852786	0.003924	2.5
134	-0.169936	377.884678	0.004511	1.4
135	-0.410669	376.923138	0.019936	2.4
136	-0.837867	375.968095	0.046537	2.4
137	-0.215811	375.019479	0.003030	1.7
138	-0.649635	374.077218	0.018411	2.5
139	-0.834449	373.141244	0.034953	2.6
140	-0.241913	372.211489	0.007933	1.7
141	-0.958186	371.287887	0.011116	2.2
142	-0.633333	370.370370	0.010276	2.8
143	-0.866145	369.458876	0.022630	2.4
144	-1.055053	368.553338	0.014218	1.7
145	-0.000000	367.653696	0.000000	2.0
146	-0.997636	366.759885	0.014025	1.7
147	-0.000000	365.871846	0.000000	1.9
148	-0.000008	364.989518	0.000003	1.6
149	-0.847320	364.112841	0.010689	2.7
150	-1.212111	363.241757	0.013557	3.1
151	-0.432739	362.376208	0.009621	2.4
152	-0.831811	361.516137	0.014691	1.5
153	-0.000000	360.661488	0.000000	2.4
154	-0.887886	359.812206	0.013201	1.5
155	-0.000000	358.968236	0.000000	3.3
156	-1.074925	358.129524	0.017480	1.8
157	-0.559181	357.296018	0.017727	2.2
158	-0.000000	356.467665	0.000000	2.7
159	-1.004709	355.644414	0.033025	3.0
160	-1.031976	354.826213	0.011721	1.5
161	-0.957750	354.013012	0.037032	3.0
162	-0.555160	353.204763	0.003322	1.5
163	-0.032712	352.401415	0.002605	2.7
164	-0.869824	351.602922	0.014308	2.9
165	-0.021401	350.809235	0.001611	1.7
166	-1.069741	350.020308	0.011930	2.2
167	-0.593190	349.236095	0.002363	1.7
168	-0.000000	348.456550	0.000000	2.2
169	-0.116767	347.681627	0.003796	2.4
170	-1.028848	346.911283	0.020969	1.7
171	-0.000000	346.145474	0.000000	2.0
172	-1.188569	345.384157	0.010837	2.7
173	-0.708281	344.627288	0.009765	1.8
174	-1.039014	343.874826	0.019183	2.1
175	-0.823589	343.126729	0.008777	2.3
176	-0.000000	342.382957	0.000000	1.9
177	-0.623183	341.643469	0.006368	2.1
178	-1.198380	340.908224	0.015435	1.8
179	-0.236930	340.177184	0.004687	1.6
180	-0.851056	339.450309	0.036359	3.0
181	-1.160017	338.727561	0.038371	1.8
182	-0.772100	338.008902	0.011015	1.9
183	-0.000001	337.294295	0.000000	3.0
184	-0.750344	336.583703	0.024846	2.3
185	-0.180651	335.877089	0.001918	1.5
186	-0.074450	335.174416	0.003097	2.6
187	-1.367635	334.475651	0.036999	2.4
188	-0.000000	333.780756	0.000000	1.4
189	-0.934460	333.089698	0.015232	1.7
190	-1.224989	332.402443	0.015329	1.6
191	-0.448926	331.718955	0.003788	2.5
192	-0.000000	331.039203	0.000000	1.5
193	-0.763545	330.363153	0.009316	1.8
194	-0.951055	329.690771	0.025932	1.9
195	-0.553025	329.022027	0.017510	1.7
196	-0.017570	328.356888	0.001346	1.9
197	-0.000000	327.695322	0.000000	1.9
198	-0.001190	327.037299	0.000237	1.8
199	-0.805580	326.382787	0.013807	1.9
200	-0.577367	325.731758	0.012218	2.5
201	-0.259461	325.084179	0.003382	2.1
202	-0.977507	324.440023	0.032816	2.2
203	-0.063042	323.799258	0.000389	3.0
204	-0.757574	323.161858	0.015666	3.1
205	-0.950483	322.527792	0.017915	3.1
206	-0.000228	321.897034	0.000074	2.5
207	-0.000000	321.269554	0.000000	1.3
208	-0.000000	320.645325	0.000000	3.0
209	-0.829939	320.024320	0.011392	1.8
210	-0.132938	319.406512	0.001269	2.0
211	-0.921503	318.791875	0.029426	3.0
212	-0.880541	318.180381	0.013016	2.5
213	-0.358871	317.572005	0.005970	1.6
214	-0.038635	316.966721	0.002267	2.7
215	-1.104819	316.364504	0.028623	1.6
216	-0.170481	315.765329	0.004441	2.5
217	-0.000000	315.169170	0.000000	1.9
218	-0.000000	314.576003	0.000000	1.6
219	-1.200759	313.985804	0.026463	2.7
220	-1.056264	313.398548	0.016968	2.3
221	-1.203916	312.814213	0.026600	1.5
222	-0.000020	312.232773	0.000005	2.3
223	-0.000000	311.654207	0.000000	1.4
224	-1.017382	311.078491	0.023727	2.5
225	-0.000673	310.505602	0.000188	2.6
226	-0.000000	309.935518	0.000000	1.7
227	-1.056626	309.368217	0.036655	2.5
228	-0.810853	308.803676	0.019361	1.7
229	-1.152081	308.241874	0.038330	2.5
230	-0.797184	307.682789	0.029698	2.4
231	-1.126867	307.126400	0.028221	1.8
232	-0.134394	306.572687	0.002108	2.5
233	-0.862934	306.021627	0.025678	2.5
234	-0.355099	305.473201	0.006579	1.7
235	-0.345864	304.927388	0.001461	2.4
236	-0.655100	304.384168	0.019048	2.7
237	-0.000000	303.843521	0.000000	1.1
238	-0.000000	303.305427	0.000000	2.5
239	-0.079888	302.769867	0.001121	1.6
240	-0.874524	302.236821	0.023184	2.2
241	-0.000001	301.706270	0.000000	2.1
242	-1.107869	301.178196	0.008254	3.1
243	-0.651281	300.652580	0.010388	3.7
244	-1.085926	300.129402	0.033763	2.6
245	-0.336336	299.608645	0.001791	2.0
246	-0.611177	299.090291	0.008203	2.4
247	-1.009535	298.574321	0.036885	2.5
248	-1.077849	298.060718	0.055999	2.6
249	-0.372436	297.549465	0.013332	1.9
250	-0.000304	297.040543	0.000080	1.8
251	-0.169053	296.533936	0.009563	3.0
252	-0.901940	296.029626	0.008207	2.9
253	-0.483127	295.527597	0.020098	1.6
254	-0.797773	295.027832	0.007643	3.1
255	-0.000000	294.530315	0.000000	2.7
256	-1.124411	294.035028	0.026063	3.0
257	-0.076174	293.541956	0.002414	3.2
258	-0.013981	293.051083	0.000849	1.6
259	-0.610884	292.562393	0.006907	2.4
260	-0.000000	292.075870	0.000000	2.3
261	-0.683432	291.591498	0.004204	2.0
262	-1.034603	291.109263	0.015185	2.7
263	-0.888432	290.629149	0.021158	3.0
264	-0.990271	290.151140	0.025334	1.8
265	-1.082042	289.675222	0.007751	2.3
266	-1.087738	289.201380	0.052622	3.8
267	-0.001591	288.729600	0.000172	1.6
268	-0.756308	288.259866	0.006990	2.7
269	-0.350994	287.792165	0.010967	1.8
270	-0.743429	287.326481	0.022709	2.2
271	-0.751356	286.862802	0.021340	2.3
272	-0.222738	286.401113	0.000580	1.9
273	-0.531062	285.941400	0.024495	2.7
274	-0.758602	285.483649	0.003644	1.9
275	-0.599625	285.027847	0.007415	2.2
276	-0.037421	284.573981	0.001725	3.2
277	-0.996461	284.122037	0.021486	2.4
278	-0.844143	283.672002	0.020047	2.9
279	-0.181081	283.223863	0.006150	2.2
280	-1.169000	282.777607	0.016119	2.9
281	-0.000558	282.333221	0.000108	2.0
282	-0.000000	281.890692	0.000000	2.9
283	-0.963895	281.450008	0.049030	1.7
284	-0.786374	281.011157	0.021603	2.5
285	-1.132917	280.574125	0.031600	1.6
286	-0.681244	280.138901	0.025751	2.5
287	-0.000000	279.705473	0.000000	1.8
288	-0.862527	279.273829	0.011152	2.2
289	-0.961657	278.843956	0.022006	2.8
290	-0.000000	278.415844	0.000000	1.2
291	-0.628051	277.989479	0.015896	2.6
292	-0.278198	277.564851	0.006830	2.8
293	-0.977023	277.141949	0.014645	1.8
294	-1.288622	276.720761	0.021141	2.1
295	-0.000518	276.301275	0.000129	1.4
296	-0.680719	275.883480	0.021049	2.6
297	-0.464395	275.467366	0.003787	1.8
298	-0.675392	275.052922	0.012399	2.3
299	-0.429773	274.640136	0.008946	2.2
300	-1.062324	274.228998	0.020900	1.9
301	-1.180538	273.819497	0.014518	2.4
302	-0.933176	273.411623	0.016156	1.7
303	-0.923294	273.005365	0.021167	2.0
304	-0.005572	272.600712	0.000455	2.8
305	-0.810104	272.197655	0.018134	1.4
306	-1.293367	271.796184	0.010348	2.7
307	-1.241421	271.396287	0.019389	1.7
308	-0.001692	270.997956	0.000585	2.4
309	-0.848517	270.601180	0.008862	1.8
310	-0.000000	270.205949	0.000000	1.9
311	-0.000906	269.812254	0.000302	1.5
312	-0.539492	269.420085	0.018339	2.3
313	-0.074850	269.029432	0.002341	2.4
314	-0.319236	268.640287	0.006478	1.8
315	-0.765103	268.252638	0.023710	1.9
316	-0.681856	267.866478	0.011965	3.0
317	-1.039568	267.481796	0.013992	1.5
318	-1.170377	267.098584	0.014009	2.2
319	-0.970079	266.716833	0.024834	2.2
320	-0.000000	266.336533	0.000000	1.7
321	-0.497631	265.957676	0.007816	1.8
322	-0.000000	265.580253	0.000000	1.9
323	-0.257559	265.204254	0.004929	3.0
324	0.000000	264.829672	0.000000	1.2
325	-0.326935	264.456497	0.014037	2.9
326	-0.000000	264.084721	0.000000	2.4
327	-1.112450	263.714335	0.014553	3.3
328	-0.204488	263.345332	0.003592	1.7
329	-0.880002	262.977702	0.029110	2.7
330	-0.000000	262.611438	0.000000	2.0
331	-0.452952	262.246531	0.007560	1.9
332	-0.806427	261.882973	0.039361	2.3
333	-0.527495	261.520756	0.008376	2.5
334	-0.000000	261.159871	0.000000	1.8
335	-0.339210	260.800312	0.004379	2.5
336	-0.794047	260.442070	0.022594	2.1
337	-0.835627	260.085137	0.012907	2.8
338	-0.954202	259.729505	0.037617	1.9
339	-0.675341	259.375167	0.020817	2.3
340	-1.085028	259.022116	0.010978	2.8
341	-0.771215	258.670343	0.015624	1.5
342	-0.000000	258.319841	0.000000	2.6
343	-1.268018	257.970602	0.024282	1.6
344	-0.000000	257.622620	0.000000	2.1
345	-0.803078	257.275887	0.020227	1.7
346	-0.967674	256.930396	0.010116	2.0
347	-1.116092	256.586139	0.042058	2.6
348	-0.000000	256.243109	0.000000	1.2
349	-1.076993	255.901300	0.031307	3.2
350	-1.000236	255.560703	0.025032	2.2
351	-1.198509	255.221313	0.009522	2.0
352	-0.338921	254.883122	0.014132	2.5
353	-0.886587	254.546124	0.006775	2.0
354	-1.162234	254.210311	0.035918	1.5
355	-0.000040	253.875677	0.000011	3.3
356	-0.066413	253.542215	0.004361	3.2
357	-1.160133	253.209918	0.020841	1.6
358	-0.653721	252.878781	0.019849	2.4
359	-0.000000	252.548795	0.000000	1.6
360	-0.649961	252.219956	0.010159	2.1
361	-0.608732	251.892255	0.008701	2.8
362	-0.000003	251.565688	0.000001	1.7
363	-1.073078	251.240247	0.011294	2.6
364	-0.176256	250.915926	0.004461	1.8
365	-0.422762	250.592720	0.006884	2.2
366	-0.033227	250.270621	0.000874	1.9
367	-1.040850	249.949624	0.053318	2.0
368	-0.566548	249.629723	0.009151	2.8
369	-1.107931	249.310911	0.012177	3.0
370	-0.000000	248.993182	0.000000	1.7
371	-0.580532	248.676531	0.015371	2.2
372	-0.000000	248.360952	0.000000	2.6
373	-0.760183	248.046438	0.011883	2.3
374	-1.159080	247.732984	0.017141	1.9
375	-1.284248	247.420584	0.040140	2.7
376	-0.500076	247.109233	0.003663	2.9
377	-0.000000	246.798924	0.000000	2.2
378	-0.906964	246.489652	0.008971	2.1
379	-0.000000	246.181412	0.000000	2.0
380	-0.608200	245.874197	0.018271	2.3
381	-1.061051	245.568002	0.019883	2.2
382	-1.375019	245.262822	0.015520	2.0
383	-0.035520	244.958652	0.003056	2.9
384	-1.221898	244.655485	0.034532	1.5
385	-0.541123	244.353317	0.010097	3.4
386	-0.000000	244.052142	0.000000	2.1
387	-0.180010	243.751955	0.000870	3.5
388	-0.000014	243.452750	0.000004	1.6
389	-0.000000	243.154523	0.000000	2.3
390	-0.572183	242.857268	0.011928	1.6
391	-1.171175	242.560980	0.050225	2.9
392	-0.893572	242.265654	0.020113	2.6
393	-0.000038	241.971285	0.000012	3.1
394	-0.999840	241.677868	0.015074	1.7
395	-0.942793	241.385397	0.006724	2.4
396	-0.909764	241.093869	0.010701	2.7
397	-0.000000	240.803278	0.000000	1.9
398	-1.041452	240.513619	0.011756	2.1
399	-0.000029	240.224887	0.000011	2.5
400	-0.000186	239.937077	0.000063	1.4
401	-0.000054	239.650186	0.000011	2.4
402	-0.000000	239.364207	0.000000	3.1
403	-0.091458	239.079136	0.007213	2.4
404	-1.262076	238.794969	0.033263	1.8
405	-0.949344	238.511701	0.037997	2.9
406	-0.547686	238.229327	0.007512	1.6
407	0.000000	237.947843	0.000000	2.3
408	-0.122676	237.667244	0.002060	2.0
409	-1.082566	237.387526	0.025215	2.4
410	-0.868732	237.108684	0.028516	2.8
411	-0.000000	236.830714	0.000000	2.6
412	-1.131520	236.553610	0.019619	1.6
413	-0.589122	236.277370	0.010945	2.5
414	-0.865433	236.001989	0.024698	1.8
415	-1.195622	235.727461	0.012777	2.3
416	-0.768598	235.453784	0.010263	2.8
417	-0.736576	235.180952	0.017435	2.8
418	-0.407530	234.908962	0.003036	1.5
419	-0.782232	234.637809	0.020109	2.4
420	-0.869463	234.367488	0.008547	1.5
421	-1.009460	234.097997	0.026233	3.0
422	-1.093475	233.829331	0.011094	3.4
423	-0.987423	233.561485	0.021236	1.9
424	-0.479153	233.294456	0.004400	2.8
425	-1.110130	233.028239	0.046451	1.7
426	-0.924297	232.762831	0.011353	2.6
427	-0.000000	232.498228	0.000000	2.3
428	-0.684829	232.234425	0.011666	1.5
429	-1.076708	231.971419	0.023381	2.9
430	-1.003387	231.709205	0.014442	2.5
431	-0.502248	231.447781	0.007829	2.1
432	-1.076937	231.187141	0.026259	1.8
433	-0.020497	230.927283	0.001001	3.0
434	-0.721097	230.668202	0.010054	1.9
435	-0.000000	230.409895	0.000000	2.2
436	-0.000001	230.152358	0.000001	1.4
437	-0.422197	229.895587	0.006319	2.9
438	-1.045783	229.639578	0.031073	3.0
439	-0.955661	229.384329	0.015161	1.8
440	-0.018191	229.129834	0.002042	2.3
441	-0.916332	228.876091	0.019229	3.1
442	-0.000000	228.623096	0.000000	1.9
443	-0.468020	228.370846	0.013940	1.8
444	-0.000002	228.119336	0.000001	1.2
445	-0.000000	227.868563	0.000000	3.2
446	-0.622103	227.618525	0.004079	1.6
447	-1.044261	227.369216	0.005600	2.5
448	-0.896557	227.120635	0.016612	1.7
449	-0.006108	226.872777	0.000245	2.1
450	-0.130993	226.625638	0.002985	2.5
451	-1.074017	226.379217	0.033751	1.8
452	-0.486278	226.133509	0.002649	2.1
453	-0.000000	225.888510	0.000000	2.7
454	-0.000000	225.644218	0.000000	1.9
455	-0.068489	225.400630	0.001940	2.0
456	-1.075318	225.157741	0.032724	2.9
457	-0.261405	224.915549	0.006858	2.2
458	-0.041377	224.674051	0.001329	2.1
459	-0.923235	224.433242	0.028493	3.1
460	-0.421039	224.193121	0.007794	2.7
461	-0.000000	223.953684	0.000000	1.2
462	-1.177930	223.714927	0.028049	3.2
463	-0.794697	223.476848	0.007892	1.8
464	-0.718621	223.239444	0.011811	3.0
465	-0.713637	223.002710	0.010229	2.4
466	-1.149271	222.766645	0.010557	2.0
467	-0.921500	222.531245	0.013566	1.9
468	-1.086332	222.296508	0.009378	2.9
469	-0.905298	222.062429	0.013446	2.3
470	-0.987516	221.829007	0.013141	2.7
471	-1.370917	221.596238	0.021139	1.7
472	-0.388681	221.364119	0.004785	2.3
473	-0.259860	221.132647	0.005843	1.5
474	-0.978163	220.901820	0.009191	2.8
475	-0.000000	220.671634	0.000000	1.4
476	-1.126870	220.442086	0.016634	2.2
477	-0.668056	220.213174	0.025007	3.0
478	-0.574140	219.984895	0.006963	2.4
479	-0.989545	219.757246	0.009450	2.1
480	-1.193004	219.530224	0.028688	3.0
481	-0.718865	219.303826	0.011890	1.5
482	-1.092478	219.078050	0.012379	2.7
483	-0.000000	218.852893	0.000000	1.7
484	-1.252083	218.628352	0.023734	2.0
485	-1.107595	218.404424	0.013070	2.0
486	-1.182577	218.181106	0.028083	2.2
487	-0.826019	217.958397	0.009867	2.5
488	-0.000031	217.736292	0.000011	1.9
489	-1.175588	217.514790	0.021650	2.0
490	-0.656942	217.293888	0.022701	1.9
491	-1.182094	217.073584	0.027108	1.8
492	-0.001577	216.853873	0.000251	2.3
493	-0.000000	216.634755	0.000000	2.4
494	-1.031705	216.416227	0.026684	2.0
495	-0.095776	216.198285	0.002777	2.0
496	-0.000000	215.980927	0.000000	2.9
497	-0.443588	215.764151	0.009799	2.1
498	-0.000045	215.547955	0.000013	2.8
499	-0.012395	215.332335	0.002351	2.6
500	-0.827867	215.117289	0.016817	1.5
501	-0.990409	214.902815	0.011352	2.8
502	-0.977541	214.688911	0.009906	1.6
503	-1.035904	214.475573	0.009263	2.4
504	-0.004619	214.262800	0.000866	1.6
505	-1.054183	214.050588	0.020250	1.9
506	-0.785774	213.838936	0.021327	1.5
507	-0.000065	213.627842	0.000027	2.5
508	-0.043455	213.417302	0.001926	3.0
509	-0.519939	213.207314	0.001541	1.6
510	-1.020818	212.997877	0.018912	2.3
511	-1.004135	212.788987	0.018242	2.7
512	-0.037802	212.580642	0.003579	2.7
513	-0.711235	212.372841	0.011299	1.8
514	-0.046359	212.165581	0.003757	2.0
515	-0.000000	211.958859	0.000000	2.2
516	-0.847742	211.752673	0.017274	1.8
517	-1.197979	211.547021	0.015600	2.7
518	-0.442171	211.341902	0.004780	2.5
519	-0.823457	211.137311	0.010905	1.4
520	-0.968846	210.933248	0.010800	3.2
521	-0.042208	210.729710	0.001896	1.6
522	-0.000000	210.526695	0.000000	3.3
523	-1.103509	210.324200	0.021585	2.9
524	-1.208492	210.122224	0.036331	3.4
525	-1.214717	209.920765	0.030935	2.0
526	-0.596238	209.719820	0.022666	1.8
527	-1.108899	209.519387	0.006799	2.2
528	-0.000000	209.319463	0.000000	1.6
529	-1.000661	209.120048	0.030636	3.0
530	-0.664689	208.921139	0.018210	2.5
531	-0.195227	208.722733	0.007303	3.1
532	-0.809697	208.524829	0.009566	1.7
533	-1.061546	208.327425	0.034319	2.2
534	-1.310284	208.130518	0.030553	2.8
535	-0.028892	207.934107	0.001525	2.2
536	-0.000000	207.738189	0.000000	2.1
537	-0.000000	207.542762	0.000000	2.3
538	-0.742693	207.347825	0.017791	2.5
539	-0.033501	207.153376	0.003075	1.6
540	-0.073982	206.959412	0.002526	2.4
541	-0.587910	206.765932	0.007412	2.5
542	-0.005222	206.572933	0.000469	1.9
543	-0.461856	206.380414	0.002154	1.9
544	-0.000000	206.188373	0.000000	2.5
545	-1.174317	205.996807	0.011304	1.5
546	-0.883965	205.805716	0.007289	3.4
547	-0.000000	205.615096	0.000000	1.3
548	-0.799742	205.424946	0.013773	2.9
549	-1.019432	205.235265	0.024065	2.6
550	-0.714313	205.046050	0.024934	1.9
551	-0.864510	204.857299	0.016535	2.2
552	-1.118553	204.669011	0.021286	2.4
553	-1.204836	204.481184	0.012822	3.1
554	-1.196806	204.293816	0.019435	1.6
555	-0.240569	204.106905	0.008321	2.9
556	-0.619644	203.920449	0.005991	2.1
557	-1.009966	203.734447	0.016874	1.7
558	-0.000000	203.548896	0.000000	2.6
559	-0.000000	203.363795	0.000000	2.9
560	-0.579869	203.179143	0.013102	1.4
561	-1.259903	202.994937	0.010700	3.2
562	-0.974777	202.811176	0.016451	1.6
563	-1.042049	202.627857	0.023585	2.1
564	-1.057080	202.444980	0.016786	1.6
565	-0.253441	202.262543	0.004792	2.4
566	-1.192765	202.080543	0.011957	1.7
567	-1.368201	201.898979	0.012275	2.3
568	-0.006604	201.717849	0.001055	1.6
569	-1.059590	201.537153	0.019694	2.4
570	-0.839122	201.356887	0.014727	2.4
571	-0.892149	201.177050	0.014434	1.8
572	-0.015424	200.997642	0.001568	2.5
573	-0.000031	200.818659	0.000010	1.3
574	-0.815075	200.640100	0.009811	3.0
575	-0.000000	200.461965	0.000000	2.0
576	-0.000012	200.284250	0.000003	1.8
577	-0.742033	200.106955	0.004822	2.7
578	-0.593990	199.930078	0.008628	2.8
579	-0.838928	199.753617	0.005318	3.8
580	-0.003496	199.577571	0.000244	1.8
581	0.000000	199.401938	0.000000	2.2
582	-0.881834	199.226717	0.013263	2.5
583	-1.053827	199.051905	0.016086	2.1
584	-0.077533	198.877502	0.001938	2.2
585	-0.000000	198.703506	0.000000	1.9
586	-0.687550	198.529916	0.003758	2.2
587	-1.366112	198.356729	0.035247	2.6
588	-0.061870	198.183944	0.001810	3.0
589	-0.671478	198.011560	0.007541	2.0
590	-1.392072	197.839576	0.021047	2.7
591	-1.114718	197.667989	0.015707	3.2
592	-0.000000	197.496798	0.000000	1.9
593	-0.000000	197.326002	0.000000	1.9
594	-0.000000	197.155600	0.000000	2.6
595	-0.552153	196.985589	0.004944	3.3
596	-0.000000	196.815969	0.000000	1.6
597	-0.205660	196.646738	0.008351	3.1
598	-1.107352	196.477894	0.023464	1.6
599	-0.129107	196.309436	0.002283	2.6
600	-0.187679	196.141363	0.003870	1.5
601	-0.046622	195.973673	0.000371	2.2
602	-0.563710	195.806365	0.005173	1.9
603	-0.714070	195.639437	0.014283	2.9
604	-1.233272	195.472888	0.025009	2.7
605	-0.753215	195.306717	0.013165	2.8
606	-1.111464	195.140922	0.029149	2.5
607	-0.000000	194.975501	0.000000	1.5
608	-0.973091	194.810454	0.016964	2.9
609	-0.248428	194.645779	0.008085	3.1
610	-0.879432	194.481475	0.012321	1.5
611	-0.179571	194.317540	0.006126	3.2
612	-0.000000	194.153973	0.000000	1.5
613	-0.431806	193.990773	0.005659	2.8
614	-0.356860	193.827938	0.007297	2.7
615	-0.843807	193.665467	0.020540	1.7
616	-0.524712	193.503358	0.002456	2.5
617	-0.000000	193.341611	0.000000	1.5
618	-0.889051	193.180224	0.013163	1.8
619	-0.058573	193.019196	0.001698	2.4
620	-0.798441	192.858525	0.010466	1.7
621	-0.797600	192.698210	0.027871	2.1
622	-0.788398	192.538251	0.016763	2.7
623	-1.108575	192.378644	0.021671	1.6
624	-0.000000	192.219391	0.000000	2.5
625	-1.226881	192.060488	0.021943	2.4
626	-1.144842	191.901935	0.022639	1.6
627	-0.000000	191.743730	0.000000	2.3
628	-1.147426	191.585873	0.043851	2.5
629	-0.127688	191.428362	0.008808	1.7
630	-1.027766	191.271196	0.024062	2.2
631	-0.965583	191.114374	0.016684	2.0
632	-0.909918	190.957893	0.017277	2.3
