1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
67	-0.000000	462.183494	0.000000	2.0
68	-1.085055	460.540658	0.018246	2.2
69	-0.435656	458.913303	0.025629	2.0
70	-0.769755	457.301192	0.012329	2.8
71	-0.000000	455.704096	0.000000	1.6
72	0.000000	454.121787	0.000000	2.2
73	-0.890124	452.554045	0.025619	1.6
74	0.000000	451.000653	0.000000	2.1
75	-0.331170	449.461399	0.006540	1.9
76	0.000000	447.936075	0.000000	2.5
77	-0.251181	446.424477	0.001014	1.4
78	-0.716669	444.926406	0.013190	2.5
79	-0.221792	443.441666	0.005095	1.7
80	-0.528481	441.970065	0.038759	2.3
81	-0.000000	440.511415	0.000000	1.7
82	-0.611495	439.065533	0.009923	1.9
83	-0.222393	437.632238	0.002462	2.8
84	-0.334890	436.211351	0.009437	1.6
85	-0.381907	434.802701	0.021825	3.0
86	-0.655930	433.406117	0.036905	3.1
87	0.000000	432.021430	0.000000	2.7
88	-0.603495	430.648479	0.037321	2.7
89	-0.880643	429.287101	0.036533	1.7
90	-0.707120	427.937140	0.010214	2.3
91	-1.029016	426.598440	0.043335	2.5
92	-0.747976	425.270849	0.010464	2.1
93	-1.003491	423.954220	0.011461	2.2
94	-0.523150	422.648404	0.007884	2.7
95	-0.570479	421.353259	0.015417	2.6
96	-0.076834	420.068643	0.000336	1.7
97	0.000000	418.794419	0.000000	2.9
98	-1.105212	417.530451	0.053042	1.8
99	-0.787673	416.276604	0.005502	2.5
100	-0.522754	415.032748	0.008371	2.1
101	-0.997519	413.798754	0.020092	1.9
102	-0.787457	412.574495	0.012832	2.8
103	-0.990960	411.359849	0.021867	2.1
104	-0.204390	410.154691	0.018017	3.2
105	-0.846980	408.958904	0.019925	2.6
106	-0.253176	407.772368	0.013897	1.6
107	-0.630330	406.594968	0.021853	2.2
108	0.000000	405.426590	0.000000	3.3
109	-0.000000	404.267122	0.000000	1.3
110	-0.325472	403.116456	0.005877	2.1
111	-0.782356	401.974481	0.015254	2.4
112	-0.586863	400.841093	0.016869	1.7
113	-0.530970	399.716187	0.010655	2.1
114	-0.201258	398.599660	0.008341	2.4
115	0.000000	397.491411	0.000000	1.4
116	-0.653744	396.391342	0.050296	2.5
117	-1.055030	395.299353	0.027127	1.5
118	-0.431199	394.215350	0.015803	2.9
119	-0.000000	393.139238	0.000000	2.4
120	-0.418528	392.070924	0.023357	2.0
121	-0.000000	391.010316	0.000000	1.8
122	-0.932584	389.957325	0.020949	2.9
123	-0.578560	388.911862	0.018504	2.4
124	-0.422350	387.873839	0.013170	3.2
125	-0.706007	386.843173	0.019852	1.5
126	-0.655863	385.819777	0.020340	2.4
127	-0.918559	384.803569	0.051191	1.4
128	-0.011709	383.794468	0.002326	2.9
129	-0.879406	382.792393	0.019185	2.4
130	0.000000	381.797264	0.000000	1.4
131	-0.832146	380.809005	0.025100	1.8
132	-0.752834	379.827537	0.011910	2.2
133	-0.122546	378.852786	0.004186	3.0
134	-0.250544	377.884678	0.014086	3.1
135	-0.031033	376.923138	0.004489	1.7
136	-0.355804	375.968095	0.010870	2.2
137	-0.647790	375.019479	0.027476	2.8
138	-0.000000	374.077218	0.000000	1.2
139	-0.000000	373.141244	0.000000	2.8
140	-0.205300	372.211489	0.009622	2.4
141	-1.152778	371.287887	0.023473	1.8
142	-0.109440	370.370370	0.001014	2.3
143	-0.552998	369.458876	0.018818	2.7
144	-0.059313	368.553338	0.002213	1.6
145	-0.524808	367.653696	0.004837	2.4
146	-0.680732	366.759885	0.010906	2.4
147	-0.514358	365.871846	0.010204	1.6
148	-0.707179	364.989518	0.032373	2.3
149	-0.786236	364.112841	0.017987	2.7
150	-0.013351	363.241757	0.000445	1.4
151	-0.687076	362.376208	0.019579	2.3
152	-0.721213	361.516137	0.025632	2.6
153	-0.045776	360.661488	0.001003	2.1
154	-0.582201	359.812206	0.008558	2.2
155	-0.697827	358.968236	0.020523	2.6
156	-0.197689	358.129524	0.001919	2.4
157	-0.087714	357.296018	0.002073	1.8
158	-0.118604	356.467665	0.001294	2.0
159	-0.963868	355.644414	0.041390	2.6
160	-0.002105	354.826213	0.000189	1.8
161	0.000000	354.013012	0.000000	1.8
162	-1.069690	353.204763	0.032897	2.1
163	-0.929007	352.401415	0.030733	1.9
164	-0.141113	351.602922	0.001325	1.9
165	-0.667314	350.809235	0.015309	2.8
166	-0.010247	350.020308	0.001062	1.6
167	-1.052873	349.236095	0.036056	2.1
168	-0.000000	348.456550	0.000000	2.2
169	-0.727007	347.681627	0.023698	1.6
170	-0.886463	346.911283	0.040841	2.2
171	-0.323844	346.145474	0.004168	1.6
172	-0.727563	345.384157	0.025055	2.6
173	-0.956223	344.627288	0.022730	1.6
174	-0.718731	343.874826	0.023779	2.3
175	-0.872208	343.126729	0.048875	2.4
176	-0.538746	342.382957	0.002761	3.1
177	-0.506951	341.643469	0.003138	1.4
178	-0.031463	340.908224	0.002903	3.2
179	-0.194598	340.177184	0.001503	1.4
180	-1.042070	339.450309	0.069684	2.9
181	-0.508961	338.727561	0.008426	2.2
182	-1.019388	338.008902	0.012556	1.8
183	-1.043725	337.294295	0.045109	2.0
184	-0.912889	336.583703	0.019706	2.6
185	-0.038111	335.877089	0.000872	1.4
186	-0.317063	335.174416	0.017280	2.2
187	-0.352634	334.475651	0.008835	1.7
188	-0.847604	333.780756	0.035549	3.3
189	0.000000	333.089698	0.000000	1.3
190	-0.614791	332.402443	0.035048	1.9
191	0.000000	331.718955	0.000000	1.5
192	-0.171286	331.039203	0.001533	3.1
193	-0.462016	330.363153	0.009511	1.6
194	-0.763661	329.690771	0.047791	3.5
195	-0.000079	329.022027	0.000028	2.0
196	-0.217696	328.356888	0.004290	2.1
197	-0.656151	327.695322	0.025923	1.6
198	-0.405972	327.037299	0.018676	2.7
199	-0.023403	326.382787	0.000798	2.7
200	-0.031579	325.731758	0.002082	1.6
201	-0.000000	325.084179	0.000000	2.3
202	-0.690034	324.440023	0.030057	2.5
203	-0.047153	323.799258	0.001310	2.9
204	-0.388445	323.161858	0.004027	1.5
205	-0.000016	322.527792	0.000008	2.5
206	-0.800671	321.897034	0.038550	1.8
207	-0.553992	321.269554	0.013974	2.2
208	-1.007763	320.645325	0.044857	2.6
209	-0.935898	320.024320	0.024943	1.9
210	-0.779624	319.406512	0.030137	2.0
211	-1.033753	318.791875	0.014474	2.1
212	0.000000	318.180381	0.000000	1.8
213	-0.040254	317.572005	0.003736	1.6
214	-0.000000	316.966721	0.000000	2.4
215	-0.175154	316.364504	0.003216	2.8
216	-0.000146	315.765329	0.000071	2.0
217	-0.003259	315.169170	0.000307	2.1
218	-0.896370	314.576003	0.042796	3.1
219	-0.619467	313.985804	0.014504	2.5
220	-0.273716	313.398548	0.006619	2.1
221	-1.051799	312.814213	0.040571	1.8
222	-0.068975	312.232773	0.006976	2.6
223	0.000000	311.654207	0.000000	1.5
224	-0.624011	311.078491	0.016831	2.3
225	-0.000000	310.505602	0.000000	2.7
226	-1.074700	309.935518	0.044083	2.1
227	-0.344046	309.368217	0.012137	1.9
228	-0.068190	308.803676	0.003044	2.3
229	-0.000000	308.241874	0.000000	2.3
230	-0.056132	307.682789	0.002003	2.3
231	-0.459942	307.126400	0.031529	1.9
232	-0.242399	306.572687	0.006344	1.9
233	-0.882394	306.021627	0.008450	2.9
234	-1.021011	305.473201	0.070828	1.9
235	-0.157845	304.927388	0.001924	2.1
236	-0.562556	304.384168	0.003334	2.8
237	-0.282147	303.843521	0.001473	2.3
238	-0.004043	303.305427	0.000298	1.8
239	-0.708341	302.769867	0.010851	1.7
240	-0.693539	302.236821	0.015347	2.5
241	-0.436347	301.706270	0.003666	1.7
242	-0.268729	301.178196	0.003534	2.2
243	-0.589634	300.652580	0.030765	2.3
244	-0.798187	300.129402	0.010367	1.9
245	-0.944240	299.608645	0.030749	2.2
246	-0.000141	299.090291	0.000125	2.5
247	-0.000000	298.574321	0.000000	1.7
248	-0.041130	298.060718	0.001682	2.3
249	-0.740246	297.549465	0.026089	2.5
250	-0.200913	297.040543	0.002455	3.0
251	-0.598818	296.533936	0.004250	1.7
252	0.000000	296.029626	0.000000	2.9
253	-0.456714	295.527597	0.008261	2.4
254	-0.659823	295.027832	0.008786	1.7
255	-0.522113	294.530315	0.005458	2.6
256	-1.027786	294.035028	0.031909	3.0
257	-0.987255	293.541956	0.025261	2.1
258	-0.000000	293.051083	0.000000	2.3
259	-0.813805	292.562393	0.043883	2.0
260	-0.668601	292.075870	0.007294	1.7
261	-0.054931	291.591498	0.003280	3.0
262	-0.011223	291.109263	0.000967	1.7
263	-0.780327	290.629149	0.007154	2.2
264	-0.879807	290.151140	0.028729	2.6
265	-0.468502	289.675222	0.023619	2.9
266	-0.060481	289.201380	0.002429	3.3
267	-1.026874	288.729600	0.010822	1.6
268	-0.686718	288.259866	0.010158	2.6
269	-0.735430	287.792165	0.012763	2.6
270	-0.317957	287.326481	0.002224	1.4
271	-0.586203	286.862802	0.026344	2.9
272	-0.729674	286.401113	0.008459	2.2
273	-0.002060	285.941400	0.000104	2.3
274	-0.994751	285.483649	0.049793	2.4
275	-0.617235	285.027847	0.019928	1.9
276	-0.464258	284.573981	0.017225	1.9
277	-0.000000	284.122037	0.000000	2.6
278	-0.991025	283.672002	0.026670	1.4
279	0.000000	283.223863	0.000000	3.3
280	-0.194683	282.777607	0.002219	2.2
281	-0.000000	282.333221	0.000000	1.8
282	-0.455687	281.890692	0.016115	2.3
283	-0.264100	281.450008	0.015795	1.3
284	-0.605762	281.011157	0.031920	3.0
285	-0.404135	280.574125	0.023401	1.4
286	-0.973953	280.138901	0.048455	3.2
287	-0.718562	279.705473	0.038918	1.7
288	-0.142011	279.273829	0.005100	3.0
289	-0.000000	278.843956	0.000000	1.8
290	-0.783946	278.415844	0.020096	1.6
291	-0.999967	277.989479	0.036225	2.4
292	-0.710987	277.564851	0.035059	3.0
293	-1.090748	277.141949	0.031451	1.7
294	0.000000	276.720761	0.000000	2.2
295	-0.625965	276.301275	0.038110	1.7
296	-0.579435	275.883480	0.006125	2.6
297	-0.806109	275.467366	0.030560	2.1
298	-0.135298	275.052922	0.001557	1.6
299	-0.939440	274.640136	0.021762	2.1
300	-0.583888	274.228998	0.026964	1.6
301	-0.000000	273.819497	0.000000	3.2
302	-0.221754	273.411623	0.007864	2.6
303	0.000000	273.005365	0.000000	1.7
304	0.000000	272.600712	0.000000	1.9
305	-0.000001	272.197655	0.000001	2.3
306	-0.000024	271.796184	0.000012	1.9
307	-0.000000	271.396287	0.000000	1.9
308	0.000000	270.997956	0.000000	1.3
309	-0.501990	270.601180	0.012950	2.4
310	-0.569197	270.205949	0.004661	1.5
311	-0.711993	269.812254	0.055033	3.2
312	-0.000000	269.420085	0.000000	1.6
313	-0.610825	269.029432	0.027160	2.0
314	-0.202467	268.640287	0.010197	2.8
315	-0.085524	268.252638	0.004000	2.0
316	-1.009886	267.866478	0.020614	2.4
317	-0.859082	267.481796	0.018539	1.6
318	-0.315236	267.098584	0.007213	2.2
319	0.000000	266.716833	0.000000	1.5
320	-1.053792	266.336533	0.028218	2.0
321	-0.202539	265.957676	0.005264	2.3
322	-0.656089	265.580253	0.024129	2.0
323	-0.673169	265.204254	0.006249	1.7
324	-0.908931	264.829672	0.036879	2.9
325	-0.449411	264.456497	0.017128	2.6
326	-0.000000	264.084721	0.000000	1.6
327	-0.000020	263.714335	0.000010	2.2
328	-1.221714	263.345332	0.020454	2.4
329	-0.337335	262.977702	0.014461	1.8
330	-0.562038	262.611438	0.030880	2.4
331	-0.466217	262.246531	0.021716	2.5
332	-0.721766	261.882973	0.014960	3.0
333	-0.147259	261.520756	0.003928	2.6
334	-1.247208	261.159871	0.029563	1.8
335	-0.556399	260.800312	0.013514	2.2
336	-0.352287	260.442070	0.008755	2.4
337	-0.072427	260.085137	0.000452	1.7
338	-0.000000	259.729505	0.000000	2.4
339	-0.000000	259.375167	0.000000	1.2
340	-1.092812	259.022116	0.060883	2.6
341	-0.820892	258.670343	0.024229	1.8
342	-0.913355	258.319841	0.017803	1.9
343	-1.008455	257.970602	0.022492	2.6
344	-0.882098	257.622620	0.023119	3.7
345	-1.126505	257.275887	0.022874	3.3
346	-0.000000	256.930396	0.000000	1.9
347	-0.650872	256.586139	0.017774	2.8
348	-0.020530	256.243109	0.001645	3.4
349	-1.057228	255.901300	0.080385	3.6
350	-0.789514	255.560703	0.031746	4.7
351	-0.694917	255.221313	0.035814	3.0
352	-0.000709	254.883122	0.000157	3.2
353	-0.443276	254.546124	0.022974	3.9
354	-0.666725	254.210311	0.009178	3.8
355	-0.867110	253.875677	0.060058	3.9
356	-0.000000	253.542215	0.000000	3.6
357	-0.149025	253.209918	0.003387	1.8
358	-0.000190	252.878781	0.000026	3.5
359	-0.028291	252.548795	0.002182	3.3
360	-0.535030	252.219956	0.031360	2.3
361	-0.878110	251.892255	0.017436	2.8
362	-0.821800	251.565688	0.027909	3.2
363	-1.000475	251.240247	0.040159	3.4
364	-0.024645	250.915926	0.000390	2.8
365	-0.654341	250.592720	0.023602	4.0
366	-0.005470	250.270621	0.000563	3.6
367	-0.053040	249.949624	0.007516	1.9
368	-0.830483	249.629723	0.075056	2.5
369	-0.967417	249.310911	0.056845	2.8
370	0.000000	248.993182	0.000000	2.5
371	-0.657706	248.676531	0.017073	3.4
372	-0.000034	248.360952	0.000014	1.9
373	-0.001495	248.046438	0.000037	2.5
374	-0.910282	247.732984	0.031201	2.0
375	-0.743482	247.420584	0.017307	3.3
376	-0.000000	247.109233	0.000000	2.1
377	-0.003788	246.798924	0.000700	2.4
378	-0.000000	246.489652	0.000000	3.5
379	-1.087867	246.181412	0.018234	2.4
380	-0.698736	245.874197	0.017414	2.0
381	-0.001321	245.568002	0.000447	3.4
382	-0.929457	245.262822	0.016154	2.5
383	-0.000000	244.958652	0.000000	2.0
384	-0.762645	244.655485	0.008934	3.0
385	-0.231224	244.353317	0.003607	2.5
386	-0.175287	244.052142	0.004907	2.3
387	-0.130047	243.751955	0.001158	2.0
388	-0.659225	243.452750	0.015331	3.2
389	-0.939404	243.154523	0.043202	3.0
390	-0.210204	242.857268	0.001605	2.3
391	-0.162078	242.560980	0.004371	2.4
392	-0.016658	242.265654	0.001747	2.0
393	-0.589242	241.971285	0.027331	2.0
394	-1.079563	241.677868	0.022740	2.9
395	-0.177928	241.385397	0.005469	3.4
396	-0.353974	241.093869	0.004410	2.0
397	-0.710539	240.803278	0.008721	2.0
398	-0.788145	240.513619	0.009011	3.0
399	-0.784463	240.224887	0.011497	3.1
400	-0.795320	239.937077	0.020885	3.1
401	-0.005528	239.650186	0.001320	3.6
402	-1.026837	239.364207	0.023574	2.9
403	-1.026525	239.079136	0.065182	1.9
404	-0.058412	238.794969	0.002893	2.3
405	-0.006992	238.511701	0.000592	2.8
406	-0.000000	238.229327	0.000000	2.9
407	-0.286096	237.947843	0.012883	1.7
408	-0.672988	237.667244	0.010829	3.0
409	-0.692196	237.387526	0.026274	2.8
410	-0.351766	237.108684	0.004833	3.0
411	-1.071247	236.830714	0.032322	3.0
412	-0.655326	236.553610	0.028778	1.8
413	-0.535908	236.277370	0.021657	3.2
414	-0.827879	236.001989	0.034593	2.8
415	-0.711643	235.727461	0.009471	2.8
416	-0.026937	235.453784	0.000723	3.0
417	-0.765038	235.180952	0.006753	2.9
418	-0.588161	234.908962	0.013762	3.2
419	-0.838033	234.637809	0.045774	2.6
420	-0.323906	234.367488	0.004958	3.0
421	0.000000	234.097997	0.000000	1.6
422	-0.755439	233.829331	0.009590	2.3
423	-0.836470	233.561485	0.074151	2.7
424	-0.010098	233.294456	0.000359	2.7
425	-0.839531	233.028239	0.033896	3.1
426	-0.406106	232.762831	0.019343	1.7
427	-0.761828	232.498228	0.012490	2.2
428	-0.662089	232.234425	0.036998	2.6
429	-0.105194	231.971419	0.002024	1.7
430	-0.803490	231.709205	0.026188	2.2
431	-0.212097	231.447781	0.006208	3.2
432	-0.965832	231.187141	0.046753	2.2
433	-0.638976	230.927283	0.010339	2.7
434	-0.630914	230.668202	0.015766	1.8
435	-0.011887	230.409895	0.000598	1.8
436	-1.218569	230.152358	0.049097	2.3
437	-0.421255	229.895587	0.015686	1.7
438	-0.030237	229.639578	0.001009	3.1
439	-0.004416	229.384329	0.000091	2.7
440	-0.014187	229.129834	0.000128	3.5
441	-0.261209	228.876091	0.004433	2.0
442	-0.632718	228.623096	0.046215	1.9
443	-0.769414	228.370846	0.014278	2.7
444	-0.962706	228.119336	0.050656	2.4
445	-0.000000	227.868563	0.000000	1.6
446	-0.145333	227.618525	0.003109	1.8
447	-0.000139	227.369216	0.000019	2.0
448	-0.002491	227.120635	0.000243	1.7
449	-0.950592	226.872777	0.068114	2.5
450	-0.410160	226.625638	0.003491	1.7
451	0.000000	226.379217	0.000000	2.2
452	-0.205810	226.133509	0.005952	2.7
453	-0.780689	225.888510	0.019805	2.2
454	0.000000	225.644218	0.000000	1.4
455	-0.737680	225.400630	0.048035	2.8
456	-0.843504	225.157741	0.008143	2.4
457	0.000000	224.915549	0.000000	1.5
458	-0.107705	224.674051	0.006150	1.7
459	-0.862814	224.433242	0.029724	1.6
460	-0.734222	224.193121	0.032170	2.9
461	-0.314639	223.953684	0.006474	2.8
462	-0.000010	223.714927	0.000005	1.3
463	-1.094698	223.476848	0.042022	3.4
464	-0.000000	223.239444	0.000000	1.4
465	-0.022322	223.002710	0.001581	2.3
466	-0.735399	222.766645	0.025472	2.2
467	-1.056906	222.531245	0.033617	2.4
468	-0.365011	222.296508	0.011622	3.2
469	-0.520492	222.062429	0.021612	1.5
470	-0.744831	221.829007	0.022658	2.8
471	-0.726649	221.596238	0.053158	1.9
472	-0.772155	221.364119	0.024323	1.9
473	-1.058078	221.132647	0.033226	3.2
474	-0.966555	220.901820	0.039869	1.8
475	-0.000000	220.671634	0.000000	1.9
476	-0.087921	220.442086	0.001425	2.4
477	-0.036976	220.213174	0.002705	1.7
478	-0.712882	219.984895	0.036258	2.1
479	-0.000005	219.757246	0.000001	2.5
480	-0.000000	219.530224	0.000000	1.3
481	-0.000000	219.303826	0.000000	2.3
482	-0.409433	219.078050	0.014586	1.8
483	-0.904292	218.852893	0.026067	2.4
484	-0.000001	218.628352	0.000000	2.8
485	-1.058072	218.404424	0.043014	2.0
486	-0.857896	218.181106	0.040162	3.3
487	-0.000000	217.958397	0.000000	2.1
488	-0.000000	217.736292	0.000000	2.9
489	-0.329170	217.514790	0.005631	2.7
490	-0.059542	217.293888	0.001417	3.1
491	-0.779536	217.073584	0.024396	2.7
492	0.000000	216.853873	0.000000	1.7
493	-1.167256	216.634755	0.018617	2.6
494	-0.576266	216.416227	0.029465	2.4
495	-0.682822	216.198285	0.011368	2.9
496	-0.229536	215.980927	0.011936	2.7
497	-0.928654	215.764151	0.013518	1.7
498	-0.205489	215.547955	0.004240	2.2
499	-0.146712	215.332335	0.007120	2.4
500	-0.000000	215.117289	0.000000	3.0
501	-0.701589	214.902815	0.008440	2.3
502	-0.368434	214.688911	0.013585	1.9
503	-0.864506	214.475573	0.063730	2.3
504	-0.290548	214.262800	0.007117	2.7
505	-0.695936	214.050588	0.013698	1.5
506	-0.006638	213.838936	0.001364	2.7
507	-0.575913	213.627842	0.016749	3.0
508	-0.859776	213.417302	0.023539	1.8
509	-0.000000	213.207314	0.000000	2.1
510	-0.515416	212.997877	0.008157	2.7
511	-1.075005	212.788987	0.031033	2.7
512	-0.000000	212.580642	0.000000	1.4
513	-0.665614	212.372841	0.011444	3.3
514	-0.365685	212.165581	0.013140	1.9
515	-0.894703	211.958859	0.015456	2.0
516	-0.686712	211.752673	0.024775	1.6
517	-0.603411	211.547021	0.021872	2.7
518	-0.129845	211.341902	0.001722	2.3
519	-0.026420	211.137311	0.000234	1.5
520	-0.913434	210.933248	0.021711	2.6
521	-0.575631	210.729710	0.004504	2.4
522	-1.161621	210.526695	0.041968	1.5
523	-0.006620	210.324200	0.000646	3.1
524	-0.000000	210.122224	0.000000	1.7
525	-0.831636	209.920765	0.024051	1.8
526	-0.858903	209.719820	0.025934	2.1
527	-0.279392	209.519387	0.000696	2.6
528	-0.846872	209.319463	0.022949	1.9
529	-0.003071	209.120048	0.000287	1.9
530	-0.109087	208.921139	0.005162	2.3
531	-0.572198	208.722733	0.007310	1.9
532	-0.429152	208.524829	0.003300	1.7
533	-0.141450	208.327425	0.003027	2.7
534	-0.765367	208.130518	0.005318	2.3
535	-0.000000	207.934107	0.000000	1.6
536	-0.602219	207.738189	0.016784	2.0
537	-1.135183	207.542762	0.014948	1.9
538	-0.111792	207.347825	0.004871	2.2
539	-0.526756	207.153376	0.005949	1.9
540	-0.000000	206.959412	0.000000	2.6
541	-0.148845	206.765932	0.003597	1.9
542	0.000000	206.572933	0.000000	1.8
543	-0.112567	206.380414	0.007876	3.0
544	-0.841190	206.188373	0.028527	1.4
545	-0.915252	205.996807	0.009467	3.5
546	-0.898036	205.805716	0.009932	1.4
547	-0.155075	205.615096	0.005075	3.2
548	-0.595830	205.424946	0.045753	1.9
549	-0.657446	205.235265	0.010570	2.0
550	-0.783757	205.046050	0.011441	1.6
551	-0.817386	204.857299	0.016293	3.1
552	-0.567156	204.669011	0.007712	1.7
553	-0.489481	204.481184	0.009423	1.9
554	-0.598056	204.293816	0.022076	2.8
555	-0.805285	204.106905	0.030487	1.5
556	-0.992327	203.920449	0.029263	2.9
557	-0.782255	203.734447	0.023136	1.8
558	-0.105401	203.548896	0.005064	1.6
559	-0.914032	203.363795	0.021714	1.9
560	-0.179471	203.179143	0.003639	2.5
561	-0.874483	202.994937	0.018100	1.8
562	-0.000000	202.811176	0.000000	2.0
563	-0.996744	202.627857	0.056353	2.5
564	-0.572471	202.444980	0.031082	1.7
565	-0.926536	202.262543	0.033752	2.5
566	-0.000768	202.080543	0.000074	1.7
567	-0.074521	201.898979	0.007250	2.0
568	-0.442785	201.717849	0.012583	2.4
569	-0.020416	201.537153	0.000336	1.7
570	-0.939085	201.356887	0.011189	2.6
571	0.000000	201.177050	0.000000	1.7
572	-1.105711	200.997642	0.030175	1.8
573	-0.680731	200.818659	0.027884	2.5
574	-0.754560	200.640100	0.012326	1.7
575	-1.147138	200.461965	0.042602	3.2
576	-0.000000	200.284250	0.000000	1.8
577	-0.549181	200.106955	0.004938	2.6
578	-0.000000	199.930078	0.000000	2.4
579	-0.000000	199.753617	0.000000	1.2
580	-0.784671	199.577571	0.015374	2.7
581	-0.698183	199.401938	0.024284	3.0
582	-0.806501	199.226717	0.012440	1.6
583	-0.836070	199.051905	0.019103	2.1
584	-0.000106	198.877502	0.000015	2.1
585	-0.570502	198.703506	0.006808	2.0
586	-0.378183	198.529916	0.014564	2.4
587	-0.910793	198.356729	0.013071	2.7
588	0.000000	198.183944	0.000000	1.8
589	-0.348662	198.011560	0.006663	2.1
590	-0.000045	197.839576	0.000022	1.7
591	-0.958364	197.667989	0.040673	2.1
592	0.000000	197.496798	0.000000	1.7
593	-0.006525	197.326002	0.000645	1.6
594	-0.415844	197.155600	0.004256	2.8
595	-0.542974	196.985589	0.005773	2.0
596	-0.000547	196.815969	0.000093	2.7
597	-0.882752	196.646738	0.017183	2.6
598	-0.988674	196.477894	0.028321	1.5
599	-0.201414	196.309436	0.007206	2.7
600	-0.415355	196.141363	0.002829	2.8
601	-0.846280	195.973673	0.016811	1.5
602	-0.676279	195.806365	0.025276	3.1
603	-0.562291	195.639437	0.016123	1.8
604	-0.684891	195.472888	0.034673	1.8
605	-0.789474	195.306717	0.019508	1.9
606	0.000000	195.140922	0.000000	1.6
607	-0.860651	194.975501	0.024712	2.4
608	-0.515286	194.810454	0.007422	1.7
609	-0.000034	194.645779	0.000011	2.1
610	-0.765811	194.481475	0.010560	1.8
611	-0.809743	194.317540	0.003518	2.0
612	-0.910376	194.153973	0.073879	2.5
613	-0.003127	193.990773	0.000613	1.9
614	-0.413485	193.827938	0.033829	1.8
615	-0.000000	193.665467	0.000000	2.7
616	-0.936088	193.503358	0.012633	2.3
617	-0.483088	193.341611	0.004784	2.3
618	-0.811919	193.180224	0.043780	1.8
619	-0.952388	193.019196	0.036298	2.6
620	-0.823900	192.858525	0.060796	1.8
621	-1.127073	192.698210	0.005277	2.4
622	-0.523838	192.538251	0.006711	1.9
623	-0.767618	192.378644	0.018777	2.3
624	-0.000000	192.219391	0.000000	1.6
625	-0.498043	192.060488	0.025076	2.2
626	-0.000000	191.901935	0.000000	2.4
627	-0.185448	191.743730	0.005376	1.8
628	-0.000000	191.585873	0.000000	1.9
629	-0.852926	191.428362	0.038759	2.4
630	-0.989534	191.271196	0.063288	1.6
631	-0.937539	191.114374	0.021985	2.1
632	-0.443825	190.957893	0.016330	2.5
633	-0.874354	190.801755	0.040724	1.7
