1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
163	-0.000000	352.401415	0.000000	1.7
164	-0.556293	351.602922	0.008726	3.2
165	-0.479451	350.809235	0.018291	2.9
166	-0.211092	350.020308	0.002176	3.1
167	-0.857201	349.236095	0.029256	1.9
168	-0.862598	348.456550	0.032156	3.2
169	-0.010839	347.681627	0.000614	3.2
170	-0.776132	346.911283	0.020165	3.1
171	-0.000000	346.145474	0.000000	2.9
172	-0.160608	345.384157	0.002649	3.4
173	-0.568072	344.627288	0.015264	3.0
174	-0.452926	343.874826	0.021511	3.3
175	-0.000000	343.126729	0.000000	1.8
176	-0.149115	342.382957	0.009649	2.9
177	-0.633810	341.643469	0.008797	2.8
178	-0.538145	340.908224	0.014856	2.0
179	-1.015441	340.177184	0.015079	3.9
180	-0.314096	339.450309	0.010001	3.3
181	-0.874306	338.727561	0.028175	2.5
182	-0.632293	338.008902	0.008242	3.0
183	-0.000000	337.294295	0.000000	2.1
184	-0.000000	336.583703	0.000000	2.4
185	-0.618579	335.877089	0.045075	2.7
186	-0.578400	335.174416	0.012976	3.1
187	-0.647557	334.475651	0.012333	3.3
188	-0.269428	333.780756	0.004863	3.4
189	-0.000000	333.089698	0.000000	1.8
190	-0.851097	332.402443	0.035520	3.7
191	-0.000000	331.718955	0.000000	2.5
192	-0.547373	331.039203	0.008075	2.8
193	-0.000000	330.363153	0.000000	1.8
194	-0.265078	329.690771	0.007643	2.7
195	-0.000000	329.022027	0.000000	2.1
196	-1.016295	328.356888	0.019162	1.9
197	-0.634864	327.695322	0.025207	2.1
198	-0.892718	327.037299	0.015539	2.8
199	-0.000000	326.382787	0.000000	3.1
200	-0.468230	325.731758	0.007388	1.7
201	-0.022357	325.084179	0.001836	2.6
202	-0.405481	324.440023	0.007999	1.9
203	-0.031835	323.799258	0.001390	2.0
204	-0.263047	323.161858	0.012909	3.1
205	-0.782768	322.527792	0.025209	2.3
206	-0.873668	321.897034	0.012659	3.0
207	-0.000000	321.269554	0.000000	1.5
208	-0.609434	320.645325	0.029125	2.3
209	-0.000000	320.024320	0.000000	3.0
210	-0.000000	319.406512	0.000000	1.7
211	-0.000000	318.791875	0.000000	2.4
212	-0.921457	318.180381	0.052993	3.5
213	-0.858238	317.572005	0.026268	3.0
214	-0.946487	316.966721	0.041011	3.6
215	-0.000000	316.364504	0.000000	1.4
216	-0.593975	315.765329	0.008929	3.2
217	-0.974604	315.169170	0.020142	2.9
218	-0.413851	314.576003	0.012463	3.1
219	-0.000000	313.985804	0.000000	2.1
220	-0.000000	313.398548	0.000000	1.8
221	-0.771038	312.814213	0.014687	3.5
222	-0.882933	312.232773	0.006427	3.5
223	-0.000000	311.654207	0.000000	1.6
224	-0.460252	311.078491	0.016867	3.1
225	-0.143958	310.505602	0.004499	2.7
226	-0.000000	309.935518	0.000000	2.2
227	-0.000000	309.368217	0.000000	1.7
228	-0.320073	308.803676	0.007129	3.1
229	-0.451963	308.241874	0.006856	2.6
230	-0.398990	307.682789	0.009908	2.4
231	-0.000000	307.126400	0.000000	2.3
232	-0.563426	306.572687	0.023557	2.9
233	-0.861417	306.021627	0.015350	3.1
234	-0.703841	305.473201	0.039699	2.6
235	-0.000000	304.927388	0.000000	1.4
236	-0.868066	304.384168	0.037389	2.7
237	-0.000000	303.843521	0.000000	1.5
238	-0.481112	303.305427	0.007940	2.9
239	-0.690394	302.769867	0.027662	1.5
240	-0.096348	302.236821	0.009122	3.3
241	-0.554844	301.706270	0.035790	1.9
242	-0.885163	301.178196	0.032591	2.5
243	-0.879706	300.652580	0.041976	3.1
244	-0.665567	300.129402	0.009842	1.8
245	-0.398040	299.608645	0.007957	2.4
246	-0.000000	299.090291	0.000000	3.1
247	-0.629468	298.574321	0.009309	2.7
248	-0.502849	298.060718	0.016291	2.6
249	-0.020965	297.549465	0.002552	1.5
250	-0.289059	297.040543	0.004571	3.0
251	-0.809959	296.533936	0.041185	1.6
252	-0.000000	296.029626	0.000000	2.9
253	-0.410470	295.527597	0.008729	2.9
254	-0.000000	295.027832	0.000000	1.2
255	-0.963350	294.530315	0.036178	3.0
256	-0.002322	294.035028	0.000039	1.7
257	-0.826257	293.541956	0.024199	2.4
258	-0.000120	293.051083	0.000029	3.0
259	-0.557651	292.562393	0.010920	2.6
260	-0.146274	292.075870	0.004922	2.5
261	-0.000000	291.591498	0.000000	1.7
262	-0.000000	291.109263	0.000000	1.8
263	-0.727628	290.629149	0.016488	2.4
264	-0.000000	290.151140	0.000000	1.7
265	-0.611736	289.675222	0.013837	2.0
266	-0.004723	289.201380	0.000094	2.5
267	-0.117216	288.729600	0.003972	1.5
268	-0.000000	288.259866	0.000000	2.1
269	-0.501448	287.792165	0.011050	1.9
270	-0.517894	287.326481	0.012853	2.0
271	-0.486087	286.862802	0.011502	2.3
272	-0.851833	286.401113	0.016469	2.3
273	-0.278633	285.941400	0.004920	1.7
274	-0.879028	285.483649	0.057588	2.6
275	-0.000000	285.027847	0.000000	2.2
276	-0.596957	284.573981	0.009456	1.8
277	-0.443002	284.122037	0.006414	2.3
278	-0.713558	283.672002	0.018374	2.7
279	-0.786470	283.223863	0.026638	1.9
280	-0.738732	282.777607	0.007440	2.2
281	-0.205946	282.333221	0.002970	2.7
282	-0.397037	281.890692	0.003237	2.6
283	-0.000000	281.450008	0.000000	2.6
284	-0.595929	281.011157	0.014327	1.7
285	-0.154618	280.574125	0.002058	2.4
286	-0.124367	280.138901	0.006870	3.0
287	-0.247625	279.705473	0.004496	2.8
288	-0.887152	279.273829	0.032537	2.1
289	-0.621916	278.843956	0.012672	1.7
290	-0.897684	278.415844	0.056860	2.7
291	-0.014126	277.989479	0.000248	1.7
292	-0.000000	277.564851	0.000000	1.9
293	-0.161277	277.141949	0.001543	1.9
294	-0.620944	276.720761	0.035730	1.8
295	-0.278394	276.301275	0.009260	2.1
296	-0.000000	275.883480	0.000000	2.0
297	-0.475424	275.467366	0.016966	2.4
298	-0.470087	275.052922	0.005398	2.1
299	-0.000000	274.640136	0.000000	1.7
300	-0.008595	274.228998	0.000358	2.4
301	-0.371282	273.819497	0.009938	2.7
302	-0.467874	273.411623	0.004944	1.4
303	-0.821017	273.005365	0.044058	3.6
304	-0.000000	272.600712	0.000000	1.4
305	-0.488006	272.197655	0.010354	3.2
306	-0.702678	271.796184	0.017206	1.7
307	-0.897716	271.396287	0.040184	2.3
308	-0.384436	270.997956	0.007552	1.9
309	-0.755896	270.601180	0.017477	1.7
310	-0.000000	270.205949	0.000000	2.2
311	-0.064274	269.812254	0.004448	2.1
312	-0.000000	269.420085	0.000000	1.9
313	-0.000000	269.029432	0.000000	2.7
314	-0.523177	268.640287	0.012450	3.1
315	-0.674443	268.252638	0.010500	1.6
316	-0.000000	267.866478	0.000000	3.2
317	-0.724085	267.481796	0.015678	1.7
318	-0.212192	267.098584	0.007047	2.6
319	-0.827709	266.716833	0.029160	1.7
320	-0.347732	266.336533	0.008510	3.1
321	-0.186093	265.957676	0.004347	2.4
322	-0.482977	265.580253	0.012268	3.0
323	-0.389454	265.204254	0.007523	1.7
324	-0.504014	264.829672	0.013731	3.5
325	-0.569692	264.456497	0.008681	2.0
326	-0.508721	264.084721	0.008244	1.9
327	-1.030672	263.714335	0.017114	2.7
328	-0.722170	263.345332	0.006939	3.0
329	-0.574566	262.977702	0.051192	1.6
330	-0.000001	262.611438	0.000000	2.5
331	-0.360286	262.246531	0.008035	1.4
332	-0.942076	261.882973	0.020144	2.7
333	-0.000000	261.520756	0.000000	1.8
334	-0.235311	261.159871	0.004943	2.1
335	-0.886546	260.800312	0.022863	2.8
336	-0.008369	260.442070	0.000921	2.1
337	-0.683667	260.085137	0.045004	2.6
338	-0.943872	259.729505	0.044103	2.5
339	-0.031368	259.375167	0.000785	1.5
340	-0.936961	259.022116	0.020846	2.8
341	-0.407455	258.670343	0.015534	1.3
342	-0.850031	258.319841	0.048527	3.0
343	-0.355211	257.970602	0.008533	2.0
344	-0.529826	257.622620	0.026539	2.0
345	-0.572860	257.275887	0.010694	2.1
346	-0.393323	256.930396	0.013802	3.1
347	-0.646678	256.586139	0.019917	2.0
348	-0.521955	256.243109	0.010848	1.8
349	-0.475336	255.901300	0.021876	2.4
350	-0.072791	255.560703	0.005649	2.0
351	-0.943564	255.221313	0.027831	2.1
352	-0.001147	254.883122	0.000048	2.9
353	-0.644429	254.546124	0.023920	3.7
354	-0.306715	254.210311	0.015923	1.7
355	-0.553062	253.875677	0.009785	2.2
356	-0.641976	253.542215	0.018120	2.9
357	-0.000000	253.209918	0.000000	2.2
358	-0.027524	252.878781	0.002704	1.6
359	-0.000000	252.548795	0.000000	2.6
360	-0.869864	252.219956	0.055537	1.4
361	-0.522551	251.892255	0.003495	3.2
362	-0.528786	251.565688	0.007399	2.0
363	-0.000000	251.240247	0.000000	2.0
364	-0.000000	250.915926	0.000000	2.5
365	-0.921264	250.592720	0.014563	1.7
366	-0.717949	250.270621	0.012255	2.2
367	-0.000000	249.949624	0.000000	1.2
368	-0.000000	249.629723	0.000000	3.0
369	-0.950982	249.310911	0.028669	2.0
370	-0.711373	248.993182	0.008058	1.9
371	-0.010104	248.676531	0.003602	3.0
372	-0.000000	248.360952	0.000000	2.0
373	-0.000000	248.046438	0.000000	1.3
374	-0.000000	247.732984	0.000000	2.0
375	-0.213012	247.420584	0.002029	1.9
376	-0.000413	247.109233	0.000059	2.7
377	-0.704674	246.798924	0.014676	2.7
378	-0.194198	246.489652	0.003871	3.0
379	-0.188767	246.181412	0.004762	1.7
380	-0.004657	245.874197	0.000440	2.3
381	-0.192381	245.568002	0.002584	2.4
382	-0.457959	245.262822	0.007173	1.5
383	-0.430921	244.958652	0.006167	3.0
384	-0.830241	244.655485	0.022865	2.5
385	-0.928037	244.353317	0.059597	3.1
386	-0.420116	244.052142	0.006595	1.4
387	-0.000000	243.751955	0.000000	3.0
388	-0.739579	243.452750	0.013571	2.6
389	-0.639140	243.154523	0.011627	1.7
390	-0.496707	242.857268	0.014539	2.5
391	-0.905473	242.560980	0.027158	2.7
392	-0.000476	242.265654	0.000139	2.2
393	-0.481315	241.971285	0.009553	1.8
394	-0.000000	241.677868	0.000000	3.0
395	-0.363050	241.385397	0.006982	1.6
396	-0.000000	241.093869	0.000000	2.1
397	-0.804893	240.803278	0.026092	1.7
398	-0.757996	240.513619	0.028488	2.8
399	-0.000000	240.224887	0.000000	1.4
400	-0.892023	239.937077	0.007526	3.5
401	-0.967609	239.650186	0.053364	1.8
402	-0.968062	239.364207	0.038749	2.1
403	-0.003131	239.079136	0.000382	2.7
404	-0.000000	238.794969	0.000000	3.2
405	-0.637150	238.511701	0.015556	2.9
406	-0.089333	238.229327	0.005336	1.4
407	-0.000000	237.947843	0.000000	3.1
408	-0.000000	237.667244	0.000000	2.1
409	-0.000000	237.387526	0.000000	2.2
410	-0.419256	237.108684	0.017982	2.1
411	-0.491790	236.830714	0.011393	2.1
412	-0.296190	236.553610	0.011823	2.9
413	-0.581503	236.277370	0.007099	2.3
414	-0.168794	236.001989	0.003615	1.9
415	-0.000000	235.727461	0.000000	2.0
416	-0.634019	235.453784	0.008857	2.5
417	-0.922470	235.180952	0.019709	2.3
418	-0.045914	234.908962	0.002638	2.5
419	-0.163266	234.637809	0.012180	2.2
420	-0.667180	234.367488	0.013620	2.4
421	-0.830136	234.097997	0.029389	1.8
422	-0.139584	233.829331	0.005094	1.9
423	-0.347457	233.561485	0.010557	2.9
424	-0.621783	233.294456	0.013997	1.5
425	-0.662085	233.028239	0.013829	3.0
426	-0.881419	232.762831	0.034765	2.3
427	-0.644906	232.498228	0.017259	1.8
428	-0.000000	232.234425	0.000000	2.5
429	-0.000002	231.971419	0.000001	3.8
430	-0.000000	231.709205	0.000000	2.1
431	-0.000000	231.447781	0.000000	2.8
432	-0.007943	231.187141	0.000950	2.6
433	-0.514769	230.927283	0.012516	1.6
434	-0.701077	230.668202	0.017495	2.4
435	-0.877099	230.409895	0.016634	2.8
436	-0.817445	230.152358	0.035946	1.5
437	-0.910579	229.895587	0.011823	2.8
438	-0.255942	229.639578	0.006596	1.6
439	-0.000000	229.384329	0.000000	2.4
440	-0.019859	229.129834	0.001815	2.0
441	-0.864144	228.876091	0.011203	1.9
442	-0.660630	228.623096	0.028393	2.7
443	-1.003567	228.370846	0.036111	2.5
444	-0.139820	228.119336	0.007142	2.6
445	-0.163698	227.868563	0.005822	1.6
446	-0.456292	227.618525	0.009228	2.5
447	-0.508771	227.369216	0.012986	2.0
448	-1.090347	227.120635	0.042348	2.5
449	-0.000000	226.872777	0.000000	1.3
450	-0.896306	226.625638	0.012454	2.4
451	-0.528481	226.379217	0.013684	2.2
452	-0.000000	226.133509	0.000000	1.7
453	-0.000000	225.888510	0.000000	2.7
454	-0.029137	225.644218	0.003825	2.4
455	-0.000000	225.400630	0.000000	2.0
456	-0.565813	225.157741	0.012471	1.8
457	-0.000428	224.915549	0.000334	2.4
458	-0.059397	224.674051	0.001934	1.8
459	-0.551197	224.433242	0.030400	2.2
460	-0.174860	224.193121	0.002019	1.8
461	-0.356087	223.953684	0.007048	1.9
462	-0.578092	223.714927	0.005745	2.1
463	-0.749674	223.476848	0.006258	2.6
464	-0.000000	223.239444	0.000000	2.0
465	-0.151663	223.002710	0.006742	1.5
466	-0.976449	222.766645	0.020423	2.7
467	-0.129433	222.531245	0.005540	2.8
468	-0.268897	222.296508	0.005296	3.0
469	-1.051993	222.062429	0.053542	2.7
470	-0.681972	221.829007	0.020653	1.8
471	-0.154209	221.596238	0.009236	2.4
472	-0.129425	221.364119	0.002610	2.8
473	-0.648869	221.132647	0.008921	2.7
474	-0.238413	220.901820	0.005136	3.1
475	-0.255632	220.671634	0.002884	2.9
476	-0.358308	220.442086	0.002971	3.1
477	-0.000000	220.213174	0.000000	2.7
478	-0.898391	219.984895	0.008797	3.0
479	-0.975963	219.757246	0.015599	1.8
480	-0.047162	219.530224	0.004285	2.7
481	-0.678857	219.303826	0.010880	3.0
482	-0.000000	219.078050	0.000000	1.5
483	-0.000000	218.852893	0.000000	3.1
484	-0.000000	218.628352	0.000000	2.6
485	-0.000000	218.404424	0.000000	3.1
486	-0.010351	218.181106	0.000790	1.5
487	-0.458712	217.958397	0.006138	3.7
488	-0.949711	217.736292	0.025334	2.8
489	-0.554321	217.514790	0.022629	1.5
490	-0.000000	217.293888	0.000000	2.1
491	-0.045440	217.073584	0.001556	1.7
492	-0.537376	216.853873	0.007338	2.9
493	-0.821387	216.634755	0.037460	2.2
494	-0.000000	216.416227	0.000000	1.9
495	-0.000002	216.198285	0.000001	1.6
496	-0.959522	215.980927	0.020373	2.1
497	-0.859214	215.764151	0.031435	2.3
498	-0.441724	215.547955	0.013361	2.4
499	-0.686072	215.332335	0.008453	1.8
500	-0.271572	215.117289	0.004932	1.9
501	-0.390965	214.902815	0.004770	1.6
502	-0.057153	214.688911	0.001836	2.7
503	-0.000000	214.475573	0.000000	2.2
504	-0.017277	214.262800	0.001824	1.7
505	-0.904252	214.050588	0.010241	2.7
506	-0.033746	213.838936	0.001418	2.9
507	-0.000000	213.627842	0.000000	1.6
508	-0.544071	213.417302	0.007079	2.7
509	-0.287317	213.207314	0.003490	2.8
510	-0.000000	212.997877	0.000000	1.6
511	-0.981628	212.788987	0.050097	3.3
512	-0.557957	212.580642	0.008171	2.8
513	-0.996827	212.372841	0.011456	3.1
514	-0.753829	212.165581	0.026044	2.8
515	-0.599326	211.958859	0.007158	2.6
516	-0.283464	211.752673	0.013366	1.8
517	-1.024572	211.547021	0.030775	2.5
518	-0.000001	211.341902	0.000001	2.8
519	-0.000000	211.137311	0.000000	1.7
520	-0.000000	210.933248	0.000000	1.9
521	-0.384459	210.729710	0.003840	2.2
522	-0.678269	210.526695	0.010357	2.3
523	-0.958201	210.324200	0.046964	3.7
524	-0.547465	210.122224	0.013195	2.4
525	-0.650322	209.920765	0.018232	2.7
526	-0.966569	209.719820	0.012346	3.2
527	-0.890071	209.519387	0.041725	2.2
528	-0.000000	209.319463	0.000000	1.9
529	-0.927849	209.120048	0.047355	3.1
530	-0.871005	208.921139	0.011599	3.3
531	-0.752125	208.722733	0.044103	2.3
532	-0.585340	208.524829	0.025094	1.7
533	-0.667534	208.327425	0.009164	3.0
534	-0.000000	208.130518	0.000000	3.2
535	-0.473619	207.934107	0.006590	2.8
536	-0.479456	207.738189	0.011027	2.8
537	-0.948401	207.542762	0.051261	3.1
538	-0.529537	207.347825	0.011881	2.4
539	-0.009325	207.153376	0.000980	2.0
540	-0.006169	206.959412	0.000045	3.2
541	-0.608638	206.765932	0.025245	2.4
542	-1.045269	206.572933	0.053854	2.7
543	-0.031578	206.380414	0.002292	2.9
544	-0.792411	206.188373	0.011308	2.4
545	-0.532908	205.996807	0.008927	2.9
546	-0.754568	205.805716	0.013619	3.2
547	-0.273189	205.615096	0.001943	2.9
548	-0.000000	205.424946	0.000000	1.9
549	-0.781320	205.235265	0.017877	3.3
550	-0.438837	205.046050	0.007854	2.9
551	-0.667899	204.857299	0.011668	3.1
552	-0.945262	204.669011	0.045572	1.6
553	-0.697560	204.481184	0.044016	3.3
554	-0.320352	204.293816	0.006056	2.5
555	-0.089330	204.106905	0.006613	2.2
556	-0.912138	203.920449	0.033222	2.2
557	-0.000000	203.734447	0.000000	1.9
558	-0.319206	203.548896	0.015379	3.3
559	-0.424542	203.363795	0.006520	3.5
560	-0.000000	203.179143	0.000000	2.5
561	-0.722836	202.994937	0.027247	2.7
562	-0.447605	202.811176	0.005756	3.1
563	-0.899800	202.627857	0.020746	3.1
564	-0.577860	202.444980	0.014195	3.0
565	-0.559767	202.262543	0.011706	2.9
566	-0.145847	202.080543	0.004422	3.2
567	-0.113860	201.898979	0.003002	3.5
568	-0.559955	201.717849	0.012601	1.8
569	-0.000000	201.537153	0.000000	3.0
570	-0.546700	201.356887	0.011067	2.3
571	-0.742795	201.177050	0.009913	3.0
572	-0.519013	200.997642	0.009179	2.1
573	-0.469979	200.818659	0.007995	2.3
574	-0.615132	200.640100	0.006471	2.2
575	-0.717232	200.461965	0.013911	2.0
576	-0.587454	200.284250	0.007762	2.3
577	-0.531245	200.106955	0.019210	1.7
578	-0.697649	199.930078	0.051873	2.9
579	-0.309658	199.753617	0.004025	3.1
580	-0.477878	199.577571	0.012419	2.2
581	-0.008395	199.401938	0.001174	3.1
582	-0.986931	199.226717	0.022104	1.9
583	-0.000000	199.051905	0.000000	2.3
584	-0.000000	198.877502	0.000000	2.9
585	-0.562189	198.703506	0.016602	2.7
586	-0.913228	198.529916	0.044825	3.1
587	-0.000000	198.356729	0.000000	2.6
588	-0.752956	198.183944	0.013935	1.9
589	-0.471452	198.011560	0.006136	2.6
590	-1.107018	197.839576	0.041321	2.2
591	-0.000013	197.667989	0.000005	3.3
592	-0.000000	197.496798	0.000000	1.6
593	-0.465825	197.326002	0.007906	3.0
594	-0.000000	197.155600	0.000000	1.4
595	-0.000000	196.985589	0.000000	2.6
596	-0.000395	196.815969	0.000256	2.4
597	-0.000000	196.646738	0.000000	2.2
598	-0.709481	196.477894	0.010947	2.5
599	-0.001430	196.309436	0.000028	2.4
600	-0.108050	196.141363	0.007497	2.4
601	-0.929344	195.973673	0.028671	3.2
602	-0.000000	195.806365	0.000000	2.9
603	-0.715019	195.639437	0.046367	1.8
604	-0.000007	195.472888	0.000006	3.5
605	-0.000002	195.306717	0.000005	2.9
606	-1.127393	195.140922	0.039485	2.9
607	-0.556845	194.975501	0.006533	2.8
608	-0.553339	194.810454	0.012951	1.9
609	-0.000123	194.645779	0.000109	2.9
610	-0.577273	194.481475	0.008473	2.8
611	-1.068064	194.317540	0.019441	3.3
612	-0.000000	194.153973	0.000000	3.3
613	-0.000444	193.990773	0.000402	2.1
614	-0.695879	193.827938	0.009526	2.0
615	-0.922960	193.665467	0.007697	2.3
616	-0.000002	193.503358	0.000001	3.2
617	-0.944737	193.341611	0.069410	3.2
618	-0.091913	193.180224	0.005071	3.0
619	-0.859007	193.019196	0.012879	2.9
620	-0.585753	192.858525	0.035324	3.4
621	-0.615235	192.698210	0.005564	1.8
622	-0.579695	192.538251	0.023821	2.3
623	-0.538296	192.378644	0.017231	1.9
624	-0.253878	192.219391	0.007158	2.0
625	-0.957758	192.060488	0.024159	1.9
626	-0.002742	191.901935	0.000037	3.1
627	-0.732300	191.743730	0.011362	1.8
628	-1.085867	191.585873	0.010321	3.0
629	-0.848862	191.428362	0.012481	2.3
630	-0.931784	191.271196	0.016591	2.3
631	-0.000000	191.114374	0.000000	1.9
632	-1.011030	190.957893	0.024875	2.7
